,n,random_state,train_BA,train_auroc,val_BA,val_auroc,test_BA,test_auroc
0,20000,181007,[0.69605177 0.76515452 0.66680016],[0.76275422 0.84050471 0.72964217],[0.68570785 0.77444961 0.62569339],[0.7426244  0.84022199 0.6762918 ],[0.66580414 0.74209702 0.60884407],[0.73037319 0.81080221 0.65507219]
1,20000,182007,[0.72291101 0.78252774 0.67062874],[0.79216209 0.85758488 0.73226592],[0.67144777 0.74171281 0.63345091],[0.72709556 0.81239471 0.67974647],[0.67535674 0.74992651 0.6141707 ],[0.73822439 0.82444265 0.66026806]
2,20000,183007,[0.72594311 0.78612027 0.64756475],[0.79924186 0.8564798  0.70658767],[0.67706336 0.75540445 0.62567622],[0.72858806 0.82350773 0.6697564 ],[0.68370786 0.73937829 0.62223316],[0.7492543  0.81685572 0.67987491]
3,20000,184007,[0.73472471 0.77945609 0.64921797],[0.80261392 0.85636483 0.70266638],[0.68363106 0.73473126 0.6284828 ],[0.73750919 0.79955328 0.67075929],[0.66617067 0.75308703 0.62280192],[0.73079878 0.82958638 0.66471046]
4,20000,185007,[0.73027933 0.78346588 0.64515417],[0.79795422 0.85869497 0.70119239],[0.68678498 0.74167306 0.64028072],[0.74440553 0.80737122 0.69135586],[0.67345296 0.7503209  0.61757167],[0.73900072 0.82243466 0.66527181]
5,20000,186007,[0.72114116 0.78881983 0.64265742],[0.79242706 0.85941187 0.69738   ],[0.67587995 0.74720307 0.61467979],[0.72927395 0.81151816 0.65662285],[0.67526926 0.76303037 0.62549198],[0.73747784 0.82994063 0.67507766]
6,20000,187007,[0.69774967 0.77278525 0.65518437],[0.76065382 0.84634659 0.71138202],[0.67820528 0.76256772 0.61596578],[0.73569088 0.83277982 0.66713526],[0.67530333 0.74022979 0.62481099],[0.73269011 0.80749936 0.67591199]
7,20000,188007,[0.70111494 0.78124757 0.64283649],[0.76493508 0.85438565 0.69760257],[0.68904433 0.74924942 0.61461854],[0.74104236 0.81728935 0.65829819],[0.66873622 0.75216484 0.6127956 ],[0.72695888 0.81838424 0.66451606]
8,20000,189007,[0.7349409  0.78642307 0.64599328],[0.80550446 0.85494916 0.69822533],[0.67207697 0.74865368 0.62743365],[0.72657524 0.81419414 0.67345416],[0.67749097 0.74603798 0.61497308],[0.73309642 0.81952078 0.66541856]
9,20000,190007,[0.7192437  0.78531472 0.6696708 ],[0.78565475 0.85511839 0.73181927],[0.67869432 0.7630148  0.625118  ],[0.73358105 0.83266505 0.67111688],[0.66252872 0.74660114 0.62432805],[0.73274389 0.81911338 0.67417194]
10,20000,191007,[0.69903848 0.78897169 0.64569072],[0.76525615 0.86021973 0.69781683],[0.6847126  0.77105905 0.63265222],[0.74130453 0.84160259 0.67936682],[0.66748782 0.73240467 0.61757525],[0.72883997 0.80747748 0.65885084]
11,20000,192007,[0.70000713 0.78470955 0.6367387 ],[0.7665703  0.85934408 0.69103283],[0.68146141 0.76025294 0.64049845],[0.74162174 0.82416433 0.68515741],[0.65033529 0.74177625 0.63735021],[0.71676569 0.80800522 0.68462681]
12,20000,193007,[0.72325237 0.77365312 0.660243  ],[0.7922992  0.84407366 0.71652533],[0.68604935 0.75899204 0.62984058],[0.74325811 0.81909228 0.67480085],[0.67467673 0.74619079 0.62476609],[0.73664332 0.817444   0.67367925]
13,20000,194007,[0.7307429  0.78350061 0.64917812],[0.79709749 0.8541642  0.70172605],[0.68861278 0.7597883  0.61198062],[0.74360977 0.82218019 0.65594463],[0.68107409 0.75916237 0.61750206],[0.74232857 0.82368156 0.67351042]
