,n,random_state,train_BA,train_auroc,val_BA,val_auroc,test_BA,test_auroc
0,10000,1001,[0.70469421 0.79338436 0.66469826],[0.76532241 0.86358975 0.72416821],[0.65945193 0.73608688 0.62217359],[0.7088851  0.808496   0.65746767],[0.66669264 0.73980922 0.62440475],[0.73209923 0.81182759 0.67349016]
1,10000,2001,[0.70955002 0.79886459 0.65202694],[0.77237211 0.87017638 0.69926863],[0.67072982 0.73751124 0.64167064],[0.72052246 0.8007586  0.67852941],[0.69232325 0.75823621 0.59539799],[0.75275374 0.83276027 0.64296532]
2,10000,3001,[0.7468861  0.79313062 0.65439537],[0.82088827 0.86099997 0.7056697 ],[0.67627157 0.75281615 0.62570028],[0.72649754 0.81498479 0.6674921 ],[0.67088232 0.74716567 0.62401304],[0.72480793 0.82035822 0.6710701 ]
3,10000,4001,[0.712114   0.79364266 0.64025188],[0.76870872 0.86693586 0.69030019],[0.66446807 0.73654909 0.63521739],[0.71955893 0.80113413 0.6788794 ],[0.64762943 0.7335737  0.62344547],[0.704861   0.80232982 0.66965445]
4,10000,5001,[0.74319558 0.7928431  0.64266824],[0.81756088 0.8648943  0.69805716],[0.66565477 0.73613983 0.62516613],[0.7228229  0.80024364 0.66485114],[0.67390043 0.75561068 0.63209915],[0.73138967 0.8241549  0.68067752]
5,10000,6001,[0.7035167  0.7899902  0.65118727],[0.76922311 0.86466555 0.70465898],[0.68901501 0.76430571 0.61842574],[0.73748643 0.83181921 0.6589532 ],[0.65567247 0.73377004 0.63191435],[0.71497152 0.80400112 0.67614134]
6,10000,7001,[0.70110406 0.79121793 0.67788531],[0.76896625 0.86017028 0.74085266],[0.6560335  0.75128299 0.61438817],[0.70931011 0.82498514 0.65499738],[0.67835642 0.74105048 0.61688827],[0.73678235 0.81485338 0.65415739]
7,10000,8001,[0.70609974 0.79601329 0.65230499],[0.77180878 0.86753006 0.70175831],[0.67498246 0.75264666 0.61973918],[0.73687683 0.82108302 0.65389654],[0.66722898 0.75629805 0.61964253],[0.73095068 0.82579745 0.66208974]
8,10000,9001,[0.7145621  0.79938235 0.65559705],[0.77614048 0.87180279 0.70847815],[0.66882382 0.76592586 0.63077951],[0.726483   0.82802812 0.6696888 ],[0.67692658 0.73928642 0.60308707],[0.73505866 0.81363482 0.64711085]
9,10000,10001,[0.69666419 0.79612671 0.64499164],[0.76045587 0.86921481 0.70060076],[0.67669469 0.74530456 0.62817589],[0.73429645 0.81083101 0.67329617],[0.68105808 0.74068117 0.61692851],[0.73776857 0.81154824 0.66582163]
10,10000,11001,[0.74585337 0.78679434 0.6513587 ],[0.81761998 0.86028909 0.70463761],[0.66124091 0.7580801  0.6058829 ],[0.71974839 0.82909632 0.64769287],[0.68000122 0.75793738 0.61178845],[0.73725873 0.82696266 0.65925973]
11,10000,12001,[0.70927044 0.78410667 0.64774679],[0.77587053 0.86186285 0.69901323],[0.68121584 0.74175202 0.62902029],[0.73217167 0.80858359 0.66597116],[0.6664662  0.73549137 0.62448098],[0.72609436 0.81369725 0.67030018]
12,10000,13001,[0.74037185 0.76575524 0.64539884],[0.81335058 0.83506673 0.6958603 ],[0.65717623 0.74610828 0.6175179 ],[0.70962852 0.81029293 0.65092509],[0.67368184 0.73922063 0.62164274],[0.73344528 0.8038567  0.66744944]
13,10000,14001,[0.74239486 0.79890614 0.64094696],[0.81305722 0.86990075 0.69484728],[0.68024044 0.75397761 0.63089623],[0.73259843 0.82110481 0.66792631],[0.66905994 0.7366521  0.62760555],[0.7276185  0.80507832 0.67035218]
14,10000,15001,[0.7121515  0.79469811 0.6501874 ],[0.77708401 0.86843143 0.69981753],[0.65964692 0.73787829 0.6362724 ],[0.71365468 0.8062767  0.67433859],[0.66771483 0.74293233 0.62190576],[0.72727123 0.8166391  0.67217972]
15,10000,16001,[0.71179766 0.79505685 0.65260847],[0.78149544 0.86739443 0.70471226],[0.66976361 0.74291278 0.61781347],[0.72132541 0.81651102 0.65872336],[0.66762395 0.73615785 0.59457124],[0.72368876 0.81265166 0.64176911]
16,10000,17001,[0.69829899 0.78809021 0.6477612 ],[0.76532842 0.86733116 0.69875038],[0.68855042 0.73558785 0.63418197],[0.74175248 0.80378759 0.67544033],[0.6713881  0.75421103 0.61165362],[0.73320825 0.82253857 0.654956  ]
17,10000,18001,[0.69432751 0.76208482 0.66838987],[0.75812797 0.83485533 0.72896061],[0.67658792 0.75176091 0.61141981],[0.73227814 0.82048033 0.65591968],[0.65882595 0.73619936 0.6260232 ],[0.73150682 0.81125967 0.67000707]
18,10000,19001,[0.74365865 0.79345106 0.64953853],[0.81092996 0.86645995 0.70033919],[0.67239909 0.73876187 0.61085479],[0.72924956 0.81092148 0.64910763],[0.66068068 0.72492491 0.63328467],[0.71114982 0.80150686 0.67541867]
19,10000,20001,[0.712606   0.79760861 0.64868709],[0.78585341 0.86774796 0.70411972],[0.66614307 0.73936548 0.63879642],[0.72014324 0.79812721 0.6831604 ],[0.67420525 0.74209632 0.61398555],[0.72767794 0.8132453  0.66527601]
20,10000,21001,[0.69437882 0.79761652 0.65984544],[0.76624988 0.86846526 0.71675507],[0.67970725 0.75280936 0.63147683],[0.73739326 0.82070629 0.66899007],[0.66410338 0.74057318 0.62361505],[0.72731257 0.80630363 0.67312452]
