,n,random_state,train_BA,train_auroc,val_BA,val_auroc,test_BA,test_auroc
0,20000,91004,[0.7046563  0.78231601 0.64446599],[0.76832765 0.85469184 0.69846857],[0.67705785 0.75519854 0.60902043],[0.73649872 0.82656268 0.65328373],[0.66850101 0.74688577 0.63917691],[0.73286288 0.82291588 0.69206786]
1,20000,92004,[0.73370999 0.77911387 0.64126744],[0.80017081 0.85565845 0.69658475],[0.6835132  0.76584849 0.63616238],[0.73751639 0.83379504 0.68334405],[0.67160669 0.75510439 0.62730319],[0.73509374 0.82586245 0.67399653]
2,20000,93004,[0.71345334 0.77512828 0.64284718],[0.78013009 0.84977644 0.69623833],[0.67756827 0.74644275 0.6276448 ],[0.73449098 0.81659112 0.66636099],[0.68312708 0.759291   0.62754992],[0.74386138 0.8324207  0.67496178]
3,20000,94004,[0.7256036  0.78829517 0.64522828],[0.80021059 0.86039021 0.69635892],[0.68895744 0.76048006 0.63006799],[0.7474765  0.83027311 0.67091656],[0.66944748 0.73497494 0.61409889],[0.73018555 0.81113318 0.66166692]
4,20000,95004,[0.71386351 0.78133571 0.6429874 ],[0.78376014 0.85734607 0.69618492],[0.68055474 0.75098298 0.6368453 ],[0.73593957 0.81850525 0.68146818],[0.6731554  0.75229853 0.6341427 ],[0.72946336 0.82526143 0.67914071]
5,20000,96004,[0.69806168 0.78818558 0.64597492],[0.76797916 0.85637045 0.69876423],[0.68544587 0.77259495 0.63778637],[0.74060991 0.83947193 0.6795876 ],[0.66885378 0.75729242 0.62290564],[0.72505759 0.82593773 0.66430704]
6,20000,97004,[0.73007467 0.77621534 0.6710586 ],[0.80003427 0.85061205 0.7349429 ],[0.67794589 0.76145358 0.62587771],[0.73996224 0.82969308 0.6692546 ],[0.67418861 0.76224704 0.61745177],[0.74256338 0.83063356 0.65646276]
7,20000,98004,[0.72527592 0.77870766 0.65075722],[0.79572081 0.85437565 0.70413767],[0.6757087  0.7555474  0.62674784],[0.73447917 0.82695872 0.66594202],[0.66240223 0.7390373  0.61766232],[0.72484082 0.81349605 0.67387572]
8,20000,99004,[0.70155492 0.7835666  0.6547223 ],[0.76325606 0.85804307 0.71280419],[0.67212929 0.7457682  0.61331507],[0.72594234 0.81770799 0.65974738],[0.66823476 0.73861468 0.61995712],[0.73170569 0.80559424 0.6671588 ]
9,20000,100004,[0.69219167 0.78645299 0.64067053],[0.75984373 0.85601432 0.69427665],[0.68638067 0.74148424 0.62517974],[0.74322387 0.80813842 0.66441839],[0.68005318 0.74382013 0.63273666],[0.74416591 0.8143634  0.68833535]
10,20000,101004,[0.69422738 0.78881683 0.64553526],[0.76177552 0.85716431 0.69933446],[0.68575327 0.75169518 0.62967547],[0.74254705 0.81574875 0.67189392],[0.6708952  0.76149729 0.62852464],[0.72527742 0.83120958 0.67726469]
11,20000,102004,[0.69108999 0.78420083 0.64839152],[0.75705994 0.85916264 0.7013654 ],[0.67275424 0.74082185 0.63473343],[0.72688939 0.80359896 0.68043815],[0.66778844 0.75296903 0.6191932 ],[0.72216701 0.82253465 0.6612578 ]
12,20000,103004,[0.6976948  0.78250458 0.65258025],[0.75875731 0.85530517 0.70482048],[0.68655071 0.7589785  0.62715385],[0.74277867 0.83027018 0.66835158],[0.6744972  0.7482647  0.61661267],[0.73399271 0.81846757 0.67153315]
13,20000,104004,[0.69766173 0.77849348 0.65038688],[0.76458203 0.85197427 0.70862038],[0.67259175 0.73851199 0.6119809 ],[0.73236164 0.81004699 0.65165122],[0.66346992 0.75941404 0.62124347],[0.72142314 0.8261263  0.67250484]
14,20000,105004,[0.72716114 0.78418739 0.64340942],[0.79564171 0.85593423 0.69912917],[0.67192987 0.74127804 0.62951477],[0.73157591 0.81196678 0.67788985],[0.6909536  0.74302378 0.6315581 ],[0.74756727 0.8122108  0.67655439]
15,20000,106004,[0.73361347 0.78330938 0.64538362],[0.8027838  0.85771687 0.70149477],[0.68631997 0.74884464 0.62644848],[0.74265658 0.81309651 0.67320786],[0.67394244 0.73707875 0.60522069],[0.74083585 0.81232387 0.66044448]
16,20000,107004,[0.73064158 0.78409943 0.64507192],[0.79913647 0.85824917 0.69895675],[0.66186181 0.7547471  0.63333097],[0.72049594 0.81644859 0.67564524],[0.66346445 0.74192943 0.62602082],[0.7260901 0.8115814 0.6779599]
17,20000,108004,[0.72782988 0.78486074 0.64442795],[0.7916721  0.85676611 0.69518922],[0.68099712 0.76627416 0.62284409],[0.73454908 0.83356527 0.66682136],[0.66638152 0.73979049 0.63052514],[0.72184984 0.80773977 0.67338574]
18,20000,109004,[0.70116665 0.78393745 0.64841175],[0.76530367 0.8575654  0.7006912 ],[0.68320158 0.75037616 0.63366895],[0.74639861 0.82566303 0.67433548],[0.66147123 0.7372971  0.62267637],[0.71760018 0.80639543 0.67205125]
