,n,random_state,train_BA,train_auroc,val_BA,val_auroc,test_BA,test_auroc
0,20000,31002,[0.72653165 0.77830032 0.64265016],[0.79803587 0.8539546  0.6954483 ],[0.67582775 0.74001898 0.63823721],[0.73306581 0.80891974 0.69042524],[0.67416605 0.74866815 0.63532869],[0.73475346 0.82370312 0.67410249]
1,20000,32002,[0.73113245 0.77928389 0.64745881],[0.8003928  0.85313485 0.70236355],[0.68691638 0.73335906 0.63962084],[0.74618552 0.80231431 0.68397016],[0.6690277  0.75394493 0.61635642],[0.7386909  0.8263869  0.66434932]
2,20000,33002,[0.70242506 0.78147043 0.65414451],[0.76518336 0.85919705 0.71128494],[0.66718806 0.74435438 0.61832715],[0.72591709 0.80788001 0.66329678],[0.66071592 0.74937135 0.62348606],[0.72585963 0.81787639 0.66718806]
3,20000,34002,[0.72881644 0.78515805 0.6506575 ],[0.79727893 0.85508405 0.70498282],[0.69499188 0.76839627 0.62901014],[0.75558939 0.83956601 0.67567453],[0.66848404 0.73900472 0.62277833],[0.72232977 0.81699569 0.66528144]
4,20000,35002,[0.72519275 0.77949912 0.64849636],[0.79090765 0.85463861 0.70540183],[0.66847226 0.74791    0.63554444],[0.72565176 0.81562056 0.67692233],[0.66463162 0.7465052  0.63131199],[0.72628383 0.81338417 0.67198251]
5,20000,36002,[0.72355478 0.78118266 0.64563294],[0.79136049 0.85335111 0.69848846],[0.67026303 0.74468466 0.62787498],[0.72633663 0.81470969 0.67274765],[0.67170708 0.75485323 0.61226521],[0.72625181 0.82781771 0.66102982]
6,20000,37002,[0.69737218 0.7777512  0.658612  ],[0.75887127 0.84808679 0.71546565],[0.70100266 0.77520837 0.61798897],[0.75913838 0.85032648 0.6603885 ],[0.67246582 0.75851134 0.62915677],[0.73707825 0.82494277 0.68223112]
7,20000,38002,[0.73362092 0.78526819 0.65291516],[0.80316724 0.85837755 0.70430519],[0.68636033 0.75240729 0.6356979 ],[0.74545749 0.82392633 0.67536042],[0.66169335 0.74822344 0.61478445],[0.71427404 0.82046856 0.66404866]
8,20000,39002,[0.69543318 0.78203056 0.64786947],[0.76102296 0.85667795 0.6989378 ],[0.68259528 0.76067942 0.62504059],[0.74234571 0.82331773 0.6701708 ],[0.67094615 0.74723798 0.63041989],[0.727356   0.82104095 0.68247313]
9,20000,40002,[0.7272073  0.78364855 0.64013552],[0.79682131 0.85780772 0.69358833],[0.67313201 0.75329296 0.63294977],[0.73391756 0.82457573 0.67423659],[0.66907824 0.74551339 0.61288415],[0.73550956 0.81485473 0.65376154]
10,20000,41002,[0.69702963 0.78378901 0.64765773],[0.76192334 0.85660613 0.70557909],[0.68827668 0.75329692 0.64634273],[0.74019357 0.82232221 0.69024965],[0.66783274 0.75303346 0.60782407],[0.73190496 0.82014226 0.65386775]
11,20000,42002,[0.71064968 0.79186529 0.64817057],[0.77877484 0.86689859 0.70090009],[0.68838684 0.74846364 0.6248952 ],[0.74614163 0.81760358 0.6652653 ],[0.6689406  0.74040395 0.62385422],[0.72881257 0.81278048 0.6663116 ]
12,20000,43002,[0.72602049 0.7754168  0.64325389],[0.7948182  0.85055059 0.69440337],[0.6929976  0.76598366 0.6057511 ],[0.75319679 0.83993367 0.64800532],[0.66830727 0.74120572 0.62917935],[0.72955992 0.81505156 0.67677123]
13,20000,44002,[0.72531137 0.78153793 0.64945548],[0.79410617 0.85159386 0.70125812],[0.68345682 0.75489527 0.62926381],[0.7443218  0.82019136 0.67354261],[0.67297013 0.73784246 0.62885634],[0.73284742 0.81310149 0.674672  ]
14,20000,45002,[0.7045207  0.78490316 0.64526975],[0.76929323 0.85720729 0.69925748],[0.69759206 0.750221   0.62751106],[0.7553271  0.81880056 0.67461268],[0.67080446 0.7509385  0.62181935],[0.73127414 0.8218384  0.67042579]
15,20000,46002,[0.69247884 0.78225328 0.64242255],[0.76075129 0.85344279 0.69736151],[0.67860943 0.75944959 0.62569151],[0.74138347 0.82978842 0.67177274],[0.67687264 0.75120997 0.62596754],[0.74059466 0.8239758  0.66869621]
16,20000,47002,[0.72555065 0.78141482 0.64487731],[0.79360212 0.85349884 0.69917192],[0.66982829 0.74384883 0.62133304],[0.72423288 0.81220275 0.66451921],[0.67758874 0.76628116 0.62149464],[0.73677091 0.83910213 0.67304264]
17,20000,48002,[0.69648839 0.7816362  0.64447029],[0.75678067 0.85482641 0.69889183],[0.68802795 0.74958012 0.64629602],[0.74147996 0.81579831 0.68797427],[0.67104482 0.75484991 0.60760291],[0.72851929 0.82704977 0.64683685]
18,20000,49002,[0.69164495 0.78428012 0.64045246],[0.75857414 0.85274127 0.69293041],[0.66412458 0.74262268 0.61243477],[0.71916847 0.81635166 0.65805898],[0.68783077 0.73980869 0.64051434],[0.74698274 0.80891215 0.68907761]
19,20000,50002,[0.73680396 0.77370948 0.64558943],[0.80660071 0.84514589 0.69752039],[0.68526645 0.75555776 0.63461291],[0.73632013 0.82275467 0.67829163],[0.68206865 0.74661789 0.6328566 ],[0.73515965 0.81720912 0.68243216]
