,n,random_state,train_BA,train_auroc,val_BA,val_auroc,test_BA,test_auroc
0,10000,271010,[0.69741209 0.79373119 0.65568132],[0.75967865 0.86461987 0.70541198],[0.67540464 0.73808771 0.62475076],[0.72802417 0.80094425 0.66677707],[0.67505731 0.74743798 0.6371096 ],[0.740623   0.82119174 0.68952351]
1,10000,272010,[0.71570534 0.78835995 0.64567187],[0.782512   0.86253202 0.69726271],[0.67403006 0.73313073 0.63380358],[0.73073662 0.79762783 0.67688955],[0.67121707 0.73878346 0.62434342],[0.72547515 0.80957836 0.66270908]
2,10000,273010,[0.69519744 0.78871638 0.65245608],[0.75996602 0.86028396 0.70923218],[0.66656874 0.74367818 0.62931259],[0.71449738 0.80968016 0.67324681],[0.67579479 0.75056504 0.6189591 ],[0.73699203 0.82110747 0.66824868]
3,10000,274010,[0.74769458 0.79726629 0.65752432],[0.81817699 0.87052885 0.70829047],[0.66554837 0.73486651 0.63681591],[0.72546286 0.80214668 0.67829316],[0.6757756  0.75665208 0.61484868],[0.73583446 0.82424274 0.65458836]
4,10000,275010,[0.69979906 0.77982411 0.64795825],[0.76618831 0.85181451 0.70075017],[0.67630809 0.74962396 0.62784901],[0.73185621 0.81171886 0.67060044],[0.66538246 0.73702981 0.62297843],[0.72588228 0.80650748 0.66281662]
5,10000,276010,[0.69821891 0.7969031  0.66001305],[0.76529608 0.86978938 0.71394775],[0.67135496 0.73945803 0.6336155 ],[0.7280889  0.8049921  0.67507609],[0.67560889 0.74515774 0.60228607],[0.73769095 0.81748443 0.64129973]
6,10000,277010,[0.74107917 0.79551699 0.6498445 ],[0.81809373 0.86792563 0.7029398 ],[0.66718126 0.7484659  0.6382036 ],[0.72456225 0.81029303 0.66998029],[0.67068419 0.74432728 0.61861251],[0.72552799 0.81868247 0.66814345]
7,10000,278010,[0.69794715 0.78656217 0.63666106],[0.7587206  0.85660876 0.68424841],[0.67636079 0.74023915 0.62214159],[0.73648654 0.80705153 0.66361782],[0.6577703 0.7278076 0.6264428],[0.71513472 0.79858026 0.66958202]
8,10000,279010,[0.7508404  0.79366515 0.65201226],[0.82240664 0.86536572 0.70876747],[0.67318464 0.74853836 0.61293312],[0.72922324 0.81923703 0.65407109],[0.65754208 0.74172359 0.62334113],[0.71063243 0.80645107 0.66474314]
9,10000,280010,[0.71182483 0.78922374 0.6823659 ],[0.77885085 0.86273284 0.7466824 ],[0.66226876 0.76026948 0.6065385 ],[0.71448044 0.82561876 0.64785773],[0.65487256 0.72521571 0.61395629],[0.71198912 0.79831174 0.65884838]
10,10000,281010,[0.74330855 0.78770386 0.65565506],[0.81990486 0.86098295 0.70660121],[0.66704553 0.74125096 0.61575923],[0.71695437 0.81349351 0.65736948],[0.66489899 0.74183962 0.61019008],[0.71874602 0.81735148 0.65827426]
11,10000,282010,[0.69517175 0.79741446 0.65340154],[0.76396013 0.86923609 0.70405676],[0.65948093 0.725556   0.63451347],[0.71729563 0.79322802 0.68114531],[0.66232305 0.73173496 0.59852285],[0.71591177 0.80543474 0.63709688]
12,10000,283010,[0.74777028 0.79966355 0.64207203],[0.82077596 0.86550207 0.69679987],[0.67265543 0.74073281 0.62973383],[0.72731247 0.81014428 0.66929824],[0.67019354 0.74378476 0.61630054],[0.73057175 0.81720626 0.66570706]
13,10000,284010,[0.70290842 0.78649584 0.67568692],[0.76288299 0.85868967 0.72715374],[0.68429953 0.75437897 0.60427258],[0.74509187 0.82221215 0.64012739],[0.65710987 0.75148725 0.59958079],[0.7140527  0.82651058 0.64628849]
14,10000,285010,[0.7142547  0.79958065 0.66967756],[0.78181238 0.86812519 0.72846899],[0.6688564 0.7494936 0.6163159],[0.71985118 0.82393088 0.65288304],[0.66531295 0.73123973 0.60719832],[0.72513188 0.79611518 0.66001962]
15,10000,286010,[0.70561897 0.80471879 0.63606593],[0.77526356 0.8746293  0.68972027],[0.66875071 0.74467373 0.638491  ],[0.72501664 0.80545861 0.67944916],[0.68180363 0.73895316 0.6281017 ],[0.73711417 0.81121398 0.6742789 ]
16,10000,287010,[0.6985128  0.78645833 0.6544233 ],[0.76569873 0.85658362 0.70932804],[0.67488274 0.74202392 0.61853878],[0.73207569 0.81187223 0.65937708],[0.67072934 0.74917864 0.62181841],[0.72530919 0.81388083 0.6698672 ]
17,10000,288010,[0.69805206 0.78935252 0.64570304],[0.75948947 0.86087647 0.69973515],[0.68071997 0.74179536 0.62465686],[0.73291161 0.81016831 0.66293881],[0.66009877 0.74901169 0.60834315],[0.72511606 0.81404898 0.65366844]
18,10000,289010,[0.69420364 0.78965406 0.64565093],[0.75696633 0.86147952 0.70391167],[0.66844993 0.73835028 0.62740864],[0.72567335 0.80568937 0.66854534],[0.69549948 0.75082226 0.61602229],[0.75445687 0.82106401 0.66272229]
19,10000,290010,[0.74258166 0.79298116 0.65291378],[0.8035231  0.86744802 0.70645244],[0.67772362 0.730529   0.6331045 ],[0.72993707 0.7947352  0.6755622 ],[0.63616917 0.74237088 0.62446578],[0.69964901 0.81293359 0.67460781]
20,10000,291010,[0.71680131 0.79428918 0.64959215],[0.78231914 0.86727176 0.70121107],[0.66694997 0.74650533 0.62196338],[0.72014316 0.81495387 0.6652925 ],[0.68770464 0.73760257 0.6065733 ],[0.74445445 0.81530237 0.65061928]
