,n,random_state,train_BA,train_auroc,val_BA,val_auroc,test_BA,test_auroc
0,10000,151006,[0.74062686 0.79683411 0.6494645 ],[0.80712971 0.86788834 0.70269629],[0.65924143 0.73515878 0.62853626],[0.7119043  0.80301063 0.67531121],[0.66211479 0.7388324  0.62023811],[0.71846694 0.81586718 0.66028388]
1,10000,152006,[0.72745919 0.79441015 0.6528877 ],[0.78756746 0.8643928  0.69990091],[0.67280224 0.75104114 0.60634082],[0.73402086 0.81167449 0.63872854],[0.68266374 0.73857903 0.62496638],[0.73311138 0.80596861 0.66650798]
2,10000,153006,[0.69563767 0.78820672 0.65400257],[0.7614063  0.85808469 0.70520673],[0.68302609 0.74936672 0.61901271],[0.74533664 0.82047814 0.65742179],[0.65919202 0.73672425 0.61783859],[0.72425404 0.80180841 0.66236237]
3,10000,154006,[0.68935865 0.79154706 0.65197145],[0.75953743 0.86536306 0.70772808],[0.67268057 0.7349458  0.6084246 ],[0.72626432 0.79698817 0.64531825],[0.66116288 0.72706975 0.63436079],[0.72394556 0.80694232 0.68241211]
4,10000,155006,[0.69980108 0.7882242  0.68157661],[0.76220239 0.86084766 0.74505921],[0.67369985 0.73785977 0.6261868 ],[0.73013959 0.81051868 0.6737893 ],[0.66152621 0.74161631 0.61253823],[0.72334004 0.8185339  0.66344708]
5,10000,156006,[0.71229633 0.80183346 0.64422807],[0.77783852 0.86824834 0.69813004],[0.67394694 0.75055827 0.6213001 ],[0.72764771 0.81588597 0.65885226],[0.65660893 0.72505675 0.62504781],[0.71341948 0.79265062 0.66306425]
6,10000,157006,[0.7046416  0.78798587 0.64706316],[0.7676324  0.86592213 0.70144812],[0.66034702 0.75426052 0.62183993],[0.72291356 0.8163021  0.66420542],[0.66121857 0.74452077 0.61852078],[0.72534526 0.81542148 0.65292747]
7,10000,158006,[0.70264429 0.7857494  0.65371224],[0.76993619 0.85833661 0.70610603],[0.67231083 0.76158633 0.62410818],[0.72538744 0.83044929 0.6664869 ],[0.66906846 0.74682085 0.63436918],[0.7286758  0.81891646 0.68148683]
8,10000,159006,[0.70446005 0.79939911 0.64195799],[0.76900556 0.86629224 0.69508008],[0.66972841 0.75083849 0.62508197],[0.72192861 0.81503463 0.66257085],[0.66523511 0.74829913 0.62036152],[0.71832332 0.81911278 0.66244174]
9,10000,160006,[0.71786568 0.76324392 0.64710012],[0.78665363 0.84293495 0.70164233],[0.65832388 0.72761128 0.61564677],[0.72138355 0.79170667 0.65480324],[0.6734298  0.74343848 0.62041619],[0.72118729 0.81477573 0.66670387]
10,10000,161006,[0.73467607 0.78451346 0.65669744],[0.80436087 0.86294183 0.70781998],[0.67239393 0.73019184 0.63584895],[0.73188195 0.79150802 0.67226238],[0.68483624 0.75428265 0.59765999],[0.74085067 0.82678582 0.63890954]
11,10000,162006,[0.71933596 0.80042744 0.64732886],[0.78303858 0.8709421  0.70275732],[0.66396662 0.75875924 0.62538693],[0.71935756 0.82001343 0.66599778],[0.67100709 0.74598289 0.62278366],[0.72867997 0.81247113 0.66866971]
12,10000,163006,[0.75814695 0.79539161 0.65060467],[0.82682455 0.86826462 0.69934282],[0.66358898 0.72712522 0.62806742],[0.71633353 0.788459   0.66082913],[0.66357336 0.73779936 0.63739489],[0.72454682 0.81078629 0.6852853 ]
13,10000,164006,[0.75161236 0.79089656 0.66276799],[0.8144418  0.86125048 0.72528414],[0.65716827 0.74142816 0.60759986],[0.70661025 0.81145038 0.64833186],[0.66769282 0.74011764 0.59904727],[0.72629595 0.81143957 0.64851212]
14,10000,165006,[0.74738182 0.7989891  0.64144784],[0.81919609 0.87048429 0.69753733],[0.69227653 0.75325965 0.61970134],[0.75394441 0.82123266 0.66867828],[0.67363402 0.72903205 0.62550465],[0.73052276 0.79902058 0.67425384]
15,10000,166006,[0.69882195 0.79802827 0.66721213],[0.76604131 0.86547051 0.73008426],[0.67567321 0.73404148 0.63026292],[0.72614952 0.80541635 0.67033391],[0.65448996 0.7362336  0.6071677 ],[0.71529053 0.80820652 0.65282505]
16,10000,167006,[0.71165955 0.7996681  0.65635225],[0.77621378 0.86534685 0.70539145],[0.647447   0.74834063 0.62846699],[0.70332495 0.80943554 0.66824994],[0.66742146 0.72852285 0.62568408],[0.73025414 0.8047354  0.66408583]
17,10000,168006,[0.70954991 0.78660702 0.65347246],[0.77884872 0.85602932 0.70204007],[0.67554895 0.75115044 0.63348334],[0.73604621 0.81639122 0.68143253],[0.65639991 0.75024082 0.61676872],[0.71768951 0.81942607 0.66098543]
18,10000,169006,[0.70208783 0.79638031 0.65239937],[0.76529179 0.87054387 0.70534756],[0.67672111 0.73133036 0.63217336],[0.73574314 0.79667257 0.67633017],[0.66170424 0.73485256 0.62633409],[0.72113246 0.80953204 0.66806239]
19,10000,170006,[0.74114736 0.78796348 0.66408596],[0.81450512 0.86106739 0.71459299],[0.67277013 0.74642476 0.62079586],[0.72901493 0.82181308 0.66103438],[0.6709353  0.73799036 0.61926329],[0.72950764 0.80601963 0.66367757]
20,10000,171006,[0.70943931 0.79378509 0.64069386],[0.76837212 0.8697512  0.69525572],[0.66438669 0.7398818  0.63207162],[0.7277888  0.80267754 0.67219332],[0.64633937 0.73484584 0.62684263],[0.72265029 0.80132997 0.67435052]
21,10000,172006,[0.71577439 0.78993925 0.65045376],[0.78303572 0.86170483 0.70306629],[0.68274523 0.73633756 0.62847257],[0.73990899 0.80747848 0.67843288],[0.64925619 0.73685873 0.61785108],[0.71304562 0.80984954 0.66770132]
22,10000,173006,[0.70754184 0.77535127 0.67825686],[0.77481856 0.8498728  0.73816922],[0.67215976 0.74467252 0.61742508],[0.7287043  0.81049551 0.66332722],[0.6672617  0.74173724 0.61558016],[0.7265587  0.80973185 0.6623559 ]
23,10000,174006,[0.74292152 0.80180714 0.65077665],[0.81403646 0.87290626 0.70726232],[0.67536383 0.75479751 0.63196242],[0.7342227  0.82674531 0.67578833],[0.65371889 0.74792506 0.62978636],[0.70868531 0.81614176 0.67174015]
24,10000,175006,[0.70855333 0.79606735 0.65306419],[0.77313944 0.87097408 0.70928249],[0.67131152 0.74443604 0.61963702],[0.72805815 0.80189481 0.65307024],[0.67336642 0.7327383  0.63027544],[0.73460974 0.80107206 0.67578487]
25,10000,176006,[0.71339894 0.79118317 0.64704429],[0.77636263 0.86179557 0.70154565],[0.6595841  0.74401556 0.62372549],[0.71518729 0.81559749 0.66392654],[0.6693082  0.75378564 0.63094167],[0.72731695 0.81735219 0.67251036]
26,10000,177006,[0.70086649 0.79337223 0.643294  ],[0.76809891 0.8618222  0.70251102],[0.68361406 0.74407119 0.61719823],[0.73657473 0.81451389 0.65567909],[0.6656337  0.72668853 0.59766914],[0.72675486 0.80261362 0.64965218]
27,10000,178006,[0.75649969 0.79693205 0.67058885],[0.82262897 0.86917041 0.73604517],[0.6656945  0.74666125 0.6201168 ],[0.72266107 0.81540649 0.66274462],[0.66696108 0.74489042 0.60053885],[0.73018413 0.81642305 0.64580466]
28,10000,179006,[0.75015966 0.79419281 0.64443406],[0.82022964 0.86556776 0.69935383],[0.67462037 0.75357637 0.62808383],[0.72529834 0.8173913  0.67091029],[0.67567274 0.74520507 0.63257741],[0.72992744 0.8180574  0.67229383]
29,10000,180006,[0.71227376 0.7868372  0.67690718],[0.77879883 0.86065844 0.74229156],[0.6691432  0.73256069 0.62348811],[0.71815054 0.80393116 0.66741944],[0.68243729 0.74675979 0.62528741],[0.73746271 0.82052593 0.66807628]
