,n,random_state,train_BA,train_auroc,val_BA,val_auroc,test_BA,test_auroc
0,20000,211008,[0.70921784 0.78672509 0.65351412],[0.77385603 0.85969347 0.70811335],[0.66804602 0.759037   0.63793594],[0.72371567 0.82100312 0.67778677],[0.67328992 0.75042908 0.61684558],[0.74083639 0.82051926 0.66519957]
1,20000,212008,[0.7271861  0.78818477 0.64481764],[0.79770802 0.86087705 0.69459024],[0.65798242 0.74676204 0.63399751],[0.71639105 0.81494187 0.68078879],[0.68262206 0.73230474 0.61331909],[0.73817271 0.79793025 0.66246663]
2,20000,213008,[0.69734716 0.77863574 0.6479127 ],[0.76117647 0.84905038 0.70253103],[0.68956119 0.74853862 0.63598978],[0.75394198 0.82163498 0.68162383],[0.66413978 0.74950392 0.64198686],[0.72471183 0.81615835 0.68983337]
3,20000,214008,[0.72978322 0.78095863 0.64536951],[0.80116311 0.8554508  0.69791193],[0.69785894 0.76699549 0.62962774],[0.75179542 0.82879591 0.67275068],[0.67188524 0.74811475 0.62776309],[0.7389406  0.82065565 0.67695926]
4,20000,215008,[0.72739791 0.78735181 0.64090579],[0.79856006 0.85997488 0.69322499],[0.68085214 0.74789876 0.63454079],[0.74148553 0.81712008 0.68642643],[0.65422476 0.74553233 0.63292659],[0.71415273 0.81506918 0.68424937]
5,20000,216008,[0.70369226 0.79251599 0.66708485],[0.76602852 0.86130122 0.72584353],[0.69748228 0.73078553 0.61885203],[0.75473183 0.80320616 0.65544995],[0.68954654 0.74254421 0.61933615],[0.75260932 0.81258957 0.66762079]
6,20000,217008,[0.694591   0.78668842 0.6423753 ],[0.76066582 0.86163826 0.69644087],[0.68887371 0.73976915 0.62207622],[0.75234024 0.8074877  0.66220734],[0.67820508 0.74863576 0.63287958],[0.73514365 0.82053199 0.67669479]
7,20000,218008,[0.69768036 0.78375581 0.67153135],[0.76715624 0.85461232 0.73291344],[0.68315173 0.73722165 0.62219284],[0.74000646 0.81263228 0.66701288],[0.68007758 0.74705593 0.62583565],[0.74784049 0.82750794 0.66914626]
8,20000,219008,[0.7013641  0.77868771 0.67265347],[0.76542329 0.8548222  0.73209262],[0.69544723 0.77153263 0.64299888],[0.75041251 0.83395561 0.69107408],[0.66897788 0.75118979 0.60336067],[0.73380624 0.81803405 0.64601987]
9,20000,220008,[0.7220306  0.78462365 0.64599743],[0.79111854 0.85932913 0.70116334],[0.68115625 0.74779115 0.63863322],[0.73973414 0.81891801 0.67987503],[0.68481079 0.72819719 0.61998649],[0.7444263  0.79870917 0.66700433]
10,20000,221008,[0.72269345 0.77889379 0.66046072],[0.79301374 0.8515692  0.72157774],[0.69030442 0.74049689 0.62419071],[0.74568421 0.81467598 0.67085824],[0.67467498 0.75014991 0.62007611],[0.73700211 0.81749199 0.66590591]
11,20000,222008,[0.71267299 0.79050809 0.64144747],[0.77670295 0.86165267 0.69659976],[0.6843589  0.74562518 0.63363548],[0.74540701 0.81448956 0.67084016],[0.67905487 0.74847482 0.62118463],[0.74284778 0.81610475 0.66527679]
12,20000,223008,[0.71756856 0.78506753 0.6493918 ],[0.785771   0.85480084 0.70321863],[0.69352621 0.76183346 0.61780175],[0.75163727 0.83343962 0.66143808],[0.6865353  0.74208486 0.63169258],[0.75216122 0.81899708 0.67746254]
13,20000,224008,[0.70578442 0.77627086 0.64781482],[0.77214093 0.84989636 0.7029516 ],[0.67776561 0.74858373 0.63362511],[0.72812089 0.81718076 0.68075394],[0.674099   0.74809787 0.61754603],[0.73957655 0.83492418 0.66314312]
14,20000,225008,[0.69313743 0.77910085 0.64284762],[0.75750131 0.85221464 0.69718579],[0.68540463 0.7481257  0.61255236],[0.74454637 0.81470749 0.65609496],[0.67604634 0.73352872 0.63389182],[0.73925315 0.81201454 0.67953199]
15,20000,226008,[0.72758933 0.78629599 0.6470307 ],[0.79808561 0.85853365 0.70184702],[0.6715942  0.73765929 0.62944695],[0.73316783 0.802126   0.6795375 ],[0.67810541 0.74339647 0.62402052],[0.73279191 0.82042402 0.66912927]
16,20000,227008,[0.7243314  0.78195278 0.64643809],[0.793848   0.85824015 0.70158917],[0.66706491 0.74665787 0.628856  ],[0.72001912 0.81431334 0.6719914 ],[0.68529806 0.74675327 0.63892147],[0.74032983 0.82356128 0.68117027]
17,20000,228008,[0.71982943 0.7794117  0.64183518],[0.78710582 0.85335451 0.69494809],[0.68904662 0.7632371  0.62252232],[0.74181684 0.8331036  0.66722436],[0.67306344 0.74252918 0.62300893],[0.73837314 0.8136399  0.67203039]
18,20000,229008,[0.72820513 0.78494487 0.63467186],[0.79604787 0.85468932 0.69091357],[0.68294054 0.7601878  0.61825314],[0.73245547 0.83339111 0.65948699],[0.66639341 0.73323477 0.61480076],[0.73492573 0.80216072 0.66646044]
19,20000,230008,[0.69265382 0.78498951 0.64621364],[0.75524104 0.85821116 0.70286257],[0.69105366 0.75349302 0.62992568],[0.74964496 0.82260265 0.67119702],[0.67769943 0.74450153 0.63424272],[0.73707472 0.81422599 0.6817535 ]
