,n,random_state,train_BA,train_auroc,val_BA,val_auroc,test_BA,test_auroc
0,10000,61003,[0.7012362  0.79832119 0.64897325],[0.76300991 0.8701371  0.70809131],[0.68060992 0.74485846 0.63366605],[0.73098218 0.81102872 0.67482211],[0.66945022 0.73305468 0.63028816],[0.7304505  0.79894722 0.67040591]
1,10000,62003,[0.74180768 0.80397169 0.64280848],[0.81416101 0.87261082 0.69754122],[0.66785841 0.75012701 0.63111777],[0.72721935 0.80951067 0.67196563],[0.65985699 0.73814153 0.6284537 ],[0.71221166 0.80849272 0.67236721]
2,10000,63003,[0.70331892 0.79145332 0.65154516],[0.76673588 0.86596496 0.70430951],[0.67761128 0.75177624 0.62756613],[0.73050632 0.81968898 0.66916515],[0.66719072 0.74101673 0.63158847],[0.72648721 0.8098644  0.67456976]
3,10000,64003,[0.74176718 0.79198604 0.65625003],[0.81045141 0.8685963  0.712991  ],[0.68643833 0.7368326  0.62443367],[0.74367633 0.80915594 0.66400934],[0.66106066 0.76067089 0.62408531],[0.7175377  0.83130521 0.67147308]
4,10000,65003,[0.75795446 0.77965709 0.64936987],[0.82651496 0.84997097 0.70553719],[0.65782702 0.75098832 0.62690253],[0.70712593 0.81281975 0.66659334],[0.66748288 0.75570522 0.60894556],[0.72895299 0.82776916 0.65962711]
5,10000,66003,[0.70268333 0.78915631 0.65315935],[0.76816151 0.8588894  0.70399458],[0.6715745  0.75423055 0.61580314],[0.72954688 0.82127629 0.65684158],[0.66694441 0.73946858 0.59941695],[0.73132243 0.79920456 0.64404916]
6,10000,67003,[0.71340934 0.79364965 0.64291019],[0.77932355 0.86502237 0.69809778],[0.70041941 0.7416011  0.63226899],[0.75863129 0.81939457 0.67810132],[0.67813796 0.73894726 0.62087062],[0.73447964 0.8090226  0.66954245]
7,10000,68003,[0.73899436 0.7963274  0.66934944],[0.80972438 0.86469259 0.73226211],[0.6578053  0.73973592 0.61507858],[0.71000205 0.80871147 0.65654838],[0.6565833  0.75113436 0.61402498],[0.7158599  0.82262003 0.6612167 ]
8,10000,69003,[0.70208613 0.79859944 0.65080154],[0.76913537 0.86892059 0.70636761],[0.6670729  0.73754508 0.63932365],[0.72402456 0.79966308 0.68110295],[0.66230292 0.74312082 0.62459968],[0.72293364 0.8144966  0.6694238 ]
9,10000,70003,[0.75331661 0.78905321 0.6415587 ],[0.82003171 0.86318603 0.69471639],[0.66819171 0.73643729 0.62018064],[0.72217154 0.79959772 0.66423578],[0.67001567 0.74664098 0.62380129],[0.7328209  0.81810976 0.66650839]
10,10000,71003,[0.70900254 0.77785049 0.68466128],[0.77657706 0.84371363 0.74653326],[0.67790816 0.73907156 0.60388109],[0.73236743 0.80674382 0.65176279],[0.66603155 0.74555548 0.60243897],[0.71836591 0.81611538 0.64952756]
11,10000,72003,[0.69655295 0.77547357 0.64967804],[0.76075287 0.84576599 0.70666824],[0.6607321  0.73906893 0.62367062],[0.71746917 0.80704886 0.66018802],[0.65433125 0.74841416 0.61985784],[0.72044277 0.81835132 0.65921979]
12,10000,73003,[0.69195714 0.79414773 0.65042424],[0.76095656 0.86915133 0.70158261],[0.67890875 0.74585946 0.63486185],[0.73714177 0.80968791 0.67628635],[0.66941402 0.75115705 0.63008882],[0.72329981 0.81589661 0.67092033]
13,10000,74003,[0.70678652 0.80363336 0.64404658],[0.76254883 0.86967093 0.69992251],[0.66852898 0.75172837 0.60431507],[0.72574685 0.81441499 0.64679302],[0.65632497 0.75000078 0.6213618 ],[0.72953715 0.82133937 0.6766921 ]
14,10000,75003,[0.69672114 0.78437388 0.65663085],[0.75780422 0.85928227 0.71229308],[0.66784967 0.75442885 0.6098037 ],[0.73100076 0.82044644 0.64903561],[0.67067538 0.73364948 0.62519266],[0.7293339  0.80567203 0.67079445]
15,10000,76003,[0.75708592 0.80557876 0.6557137 ],[0.82807921 0.87159121 0.71113417],[0.68305361 0.74117505 0.62386345],[0.73082447 0.80318186 0.66165423],[0.65569336 0.7457692  0.61144651],[0.71190303 0.81430558 0.65196499]
16,10000,77003,[0.74072012 0.79838584 0.64894423],[0.81844153 0.86938786 0.69821652],[0.67111868 0.73741448 0.63650047],[0.72709943 0.80377168 0.67752011],[0.66513303 0.74457857 0.62384294],[0.7292047  0.81889528 0.66014366]
17,10000,78003,[0.74696894 0.80187554 0.64944682],[0.81337029 0.87307287 0.70460136],[0.67682235 0.74304061 0.60988244],[0.73345178 0.81754015 0.65336772],[0.66406766 0.73183761 0.62576631],[0.71813691 0.79824026 0.67016755]
18,10000,79003,[0.69542881 0.78430271 0.65262867],[0.76487325 0.85793002 0.69957606],[0.66270683 0.75599852 0.61568378],[0.71265955 0.82605066 0.65564581],[0.66113635 0.73611619 0.63377748],[0.72062771 0.79931066 0.68240939]
19,10000,80003,[0.68520016 0.79116642 0.6483938 ],[0.75420312 0.86205333 0.70675975],[0.67841217 0.76066587 0.6265239 ],[0.73490645 0.82755489 0.66563865],[0.65704896 0.74809442 0.63165842],[0.72005497 0.82348651 0.67479635]
20,10000,81003,[0.71067145 0.79081756 0.65091271],[0.77423217 0.86383035 0.70807142],[0.67940876 0.74661902 0.62592886],[0.73363687 0.81501607 0.66926036],[0.6581037  0.74483046 0.61175131],[0.72147708 0.81483846 0.65942542]
21,10000,82003,[0.70185925 0.79671305 0.6724103 ],[0.76504214 0.86724713 0.73800636],[0.68378221 0.74568966 0.6176773 ],[0.74306061 0.81641459 0.66192789],[0.65784563 0.74615403 0.61595773],[0.71615763 0.81880345 0.66352832]
22,10000,83003,[0.70171672 0.79348146 0.650139  ],[0.76380924 0.86411569 0.70420253],[0.66378368 0.74411498 0.62806731],[0.71194694 0.80948888 0.66404369],[0.66216675 0.74018478 0.61307878],[0.71646325 0.80768069 0.65762022]
23,10000,84003,[0.73032725 0.80116976 0.65661557],[0.80654638 0.8675872  0.70912713],[0.68064366 0.76288876 0.62830395],[0.74117519 0.82744963 0.66910612],[0.66288211 0.72907362 0.61446152],[0.71252289 0.80032571 0.65504449]
24,10000,85003,[0.73584895 0.76631802 0.65112334],[0.8104687  0.83732681 0.70493005],[0.67365515 0.73736802 0.62221736],[0.73080594 0.80686184 0.65753581],[0.66214974 0.73845791 0.62482077],[0.73310252 0.80800817 0.66746717]
25,10000,86003,[0.69024739 0.79216759 0.64642088],[0.75856216 0.86548322 0.69319529],[0.67825123 0.76103993 0.6310129 ],[0.72405869 0.82914902 0.67614176],[0.66878651 0.74252013 0.62598663],[0.72415347 0.81142613 0.66894874]
26,10000,87003,[0.68766859 0.78975549 0.63771252],[0.74820764 0.86062749 0.69618729],[0.67736036 0.75912801 0.62624316],[0.73335331 0.82736121 0.66538302],[0.66434628 0.73613109 0.62559131],[0.72195811 0.80832171 0.67044353]
27,10000,88003,[0.68799877 0.78574026 0.64860725],[0.75518672 0.85795086 0.7094335 ],[0.67528312 0.7451581  0.6204894 ],[0.72777798 0.81671693 0.65344164],[0.67168856 0.73699131 0.61853607],[0.73110754 0.81488845 0.66614815]
