,n,random_state,train_BA,train_auroc,val_BA,val_auroc,test_BA,test_auroc
0,5000,61003,[0.70076985 0.80744687 0.65811481],[0.76200053 0.87820543 0.7152842 ],[0.67617102 0.73511245 0.63049258],[0.71811465 0.80122329 0.66833303],[0.66151024 0.71561656 0.62355617],[0.71688051 0.78954059 0.66079449]
1,5000,62003,[0.76622889 0.81792401 0.64825173],[0.83939852 0.88304288 0.7007641 ],[0.66129224 0.73993535 0.62406331],[0.71886995 0.79581334 0.66489006],[0.62276369 0.72694716 0.61313812],[0.6936601  0.79209228 0.66466716]
2,5000,63003,[0.70569394 0.81146144 0.64764311],[0.77451644 0.87460193 0.70304161],[0.67013176 0.74785778 0.62485627],[0.7176432  0.81302536 0.66276076],[0.65871374 0.72845189 0.62881932],[0.71523479 0.79794445 0.67018299]
3,5000,64003,[0.77383944 0.80365617 0.67482232],[0.83965624 0.87758469 0.72546314],[0.66949258 0.73024163 0.62139168],[0.72631687 0.79951696 0.66252917],[0.64135703 0.7479431  0.62943128],[0.69988128 0.81966905 0.66879377]
4,5000,65003,[0.72337043 0.80539046 0.65466329],[0.78541884 0.87408482 0.71040809],[0.64449139 0.74466181 0.62966262],[0.68859184 0.80192531 0.66031925],[0.65945607 0.75115819 0.60742102],[0.72294176 0.81766401 0.64915148]
5,5000,66003,[0.70286949 0.79055776 0.65589811],[0.7691754  0.85954932 0.71203423],[0.66802377 0.74568039 0.61252709],[0.72376156 0.80830972 0.64695074],[0.64869574 0.72181089 0.60032561],[0.71918727 0.78991258 0.63707188]
6,5000,67003,[0.72731045 0.80935727 0.64860997],[0.79887928 0.87537462 0.70269853],[0.6873657  0.73842111 0.63173935],[0.74257135 0.81354447 0.67249027],[0.66791866 0.73146587 0.62017312],[0.72651982 0.80317335 0.66311356]
7,5000,68003,[0.71347343 0.78141064 0.65917164],[0.77747507 0.85332819 0.70852851],[0.6490385  0.72890589 0.60821639],[0.69901389 0.7978632  0.64222181],[0.64797442 0.74308792 0.61415779],[0.7013411  0.81925922 0.65123672]
8,5000,69003,[0.71008664 0.80962033 0.65593167],[0.76899371 0.88136985 0.70998374],[0.65999888 0.73149067 0.63376842],[0.71354701 0.79278723 0.67449387],[0.6562026  0.73711795 0.61482559],[0.71283707 0.8051549  0.65910946]
9,5000,70003,[0.77227217 0.80922442 0.64294083],[0.83760247 0.88210984 0.69724879],[0.65735507 0.7293326  0.61416556],[0.71016351 0.79104027 0.65530162],[0.65248956 0.73154594 0.62159331],[0.71526263 0.80726847 0.65957046]
