,n,random_state,train_BA,train_auroc,val_BA,val_auroc,test_BA,test_auroc
0,5000,1001,[0.96738813 0.97696855 0.93572647 0.95284695],[0.99437296 0.99603522 0.97363445 0.98435269],[0.94042052 0.92433579 0.91633764 0.89367051],[0.98235434 0.97785392 0.96762512 0.95228424],[0.93053185 0.91099247 0.88973742 0.89715552],[0.98258179 0.96933485 0.95269905 0.96350915]
1,5000,2001,[0.9699796  0.97659786 0.94584262 0.94795049],[0.99482572 0.99517223 0.98246016 0.9819269 ],[0.94062463 0.92419343 0.89624997 0.8899635 ],[0.98367353 0.97523602 0.95462025 0.94913759],[0.93355766 0.92529475 0.90329479 0.89055004],[0.97851275 0.97659339 0.9577555  0.95391011]
2,5000,3001,[0.98445778 0.97512011 0.95120151 0.95297248],[0.99785672 0.99623132 0.98193786 0.98441183],[0.95352809 0.91226954 0.91703745 0.88743316],[0.98916059 0.97398971 0.96699002 0.94926857],[0.9313472  0.92098836 0.91004175 0.89271394],[0.98124445 0.97682712 0.9664222  0.95746179]
3,5000,4001,[0.96964483 0.97613581 0.94205799 0.95609772],[0.99408268 0.99388188 0.98081261 0.98669606],[0.94442451 0.90726415 0.90613791 0.89314223],[0.98450606 0.9695096  0.96341605 0.95076662],[0.9383415  0.91030023 0.90532601 0.89069872],[0.98441993 0.97286132 0.9635221  0.95161639]
4,5000,5001,[0.96831651 0.97588072 0.95476884 0.95558433],[0.99531177 0.99521289 0.98391282 0.98516046],[0.92905759 0.91328279 0.91106949 0.90266058],[0.97965365 0.96783471 0.95871337 0.95152369],[0.93633972 0.91729541 0.89192896 0.88591537],[0.98556752 0.97675639 0.9511756  0.95846025]
5,5000,6001,[0.98918225 0.9769305  0.94962201 0.95514394],[0.99902538 0.99587556 0.9827906  0.98546674],[0.94982527 0.93331371 0.91171882 0.88673694],[0.9872054  0.98110827 0.95992244 0.94958362],[0.93044422 0.91484762 0.90114299 0.88579289],[0.97838635 0.9714859  0.9588755  0.94824125]
6,5000,7001,[0.96723655 0.97067777 0.93979221 0.96068442],[0.99391601 0.99411197 0.97735591 0.98571651],[0.93715778 0.92273197 0.90665406 0.86930213],[0.9809406  0.97853845 0.96307639 0.93711915],[0.94156699 0.91185507 0.88571665 0.88476689],[0.98555011 0.9711996  0.94825299 0.95142473]
7,5000,8001,[0.97196385 0.97382236 0.9528982  0.95446839],[0.99445043 0.99533945 0.98231653 0.9871739 ],[0.94257877 0.92200207 0.90065294 0.89187195],[0.98323134 0.97140026 0.95946145 0.95004456],[0.93826651 0.89491767 0.8895903  0.88471661],[0.98508897 0.96061112 0.95218024 0.9474929 ]
8,5000,9001,[0.9911356  0.97672497 0.93200577 0.95402734],[0.99885481 0.99531499 0.97510209 0.98550964],[0.94594953 0.92782968 0.90138663 0.89364929],[0.98490666 0.97886918 0.95722329 0.9520087 ],[0.94389138 0.93162905 0.9098168  0.90316713],[0.98765278 0.98135118 0.96450654 0.96138073]
9,5000,10001,[0.9876187  0.97404659 0.9073961  0.9567451 ],[0.99918625 0.99522719 0.95988018 0.98727338],[0.94435496 0.92469928 0.90087492 0.89207058],[0.9836995  0.97416615 0.95856273 0.95687622],[0.92480521 0.93243181 0.89161229 0.88053738],[0.97964983 0.9793339  0.95457384 0.95225765]
10,5000,11001,[0.9702151  0.98064095 0.94787224 0.94908611],[0.99546451 0.995188   0.98095312 0.98362415],[0.93033898 0.92795396 0.90486072 0.89255931],[0.98276625 0.97769485 0.95913823 0.95416503],[0.93994406 0.91068954 0.91091016 0.90158299],[0.98419812 0.97045931 0.96055216 0.95721933]
11,5000,12001,[0.96805266 0.97442149 0.95550596 0.95602841],[0.99456163 0.99498436 0.98487118 0.98461421],[0.94004602 0.9201931  0.90899684 0.89690166],[0.98518626 0.97560016 0.96053776 0.95712161],[0.93736787 0.89955777 0.90306935 0.87292638],[0.98287615 0.96429485 0.95431362 0.93864495]
12,5000,13001,[0.98832164 0.97134691 0.94746078 0.955901  ],[0.99863336 0.99418061 0.98071582 0.98618224],[0.94152923 0.9184435  0.90895949 0.89689058],[0.98468492 0.97578386 0.96716189 0.94929339],[0.93373672 0.91437441 0.89532925 0.88396114],[0.9804461  0.9729291  0.95841997 0.95510565]
13,5000,14001,[0.96473729 0.97359511 0.92255751 0.95900586],[0.99380026 0.99449487 0.96847854 0.98701905],[0.94441407 0.93324658 0.89463741 0.88410932],[0.98576745 0.97736547 0.94820257 0.94739831],[0.94505806 0.93553311 0.87318363 0.87967158],[0.98464537 0.98220129 0.94561534 0.94974075]
14,5000,15001,[0.96663456 0.97762681 0.95817833 0.95885952],[0.99413333 0.99624511 0.9853988  0.98557279],[0.93588627 0.90392825 0.88330288 0.87926114],[0.98483932 0.9641841  0.94422775 0.94560597],[0.94346993 0.91989296 0.8956567  0.87984258],[0.98781417 0.9730997  0.95041719 0.9482897 ]
15,5000,16001,[0.96829629 0.9764614  0.9436927  0.95739242],[0.9942745  0.99530472 0.98007799 0.98604599],[0.94907228 0.90659581 0.9195494  0.87803204],[0.98631166 0.97028446 0.96566454 0.94370288],[0.94097913 0.92192928 0.89416489 0.86963052],[0.98494355 0.97918918 0.95822596 0.94062109]
16,5000,17001,[0.96692246 0.97244957 0.95501559 0.95898497],[0.99342249 0.99418167 0.98511772 0.98404075],[0.94264975 0.92366505 0.90245838 0.88666713],[0.98354854 0.97683288 0.95477014 0.94628078],[0.94492429 0.91372888 0.89710796 0.89002294],[0.98494506 0.97279234 0.95929221 0.95334616]
17,5000,18001,[0.96735334 0.97533831 0.95159087 0.95734996],[0.99412979 0.99407804 0.98398809 0.98466624],[0.94422761 0.94580579 0.89223621 0.88645195],[0.98659454 0.98489669 0.95668087 0.95164131],[0.93816603 0.90731186 0.9048804  0.88962501],[0.9802931  0.97197891 0.96752535 0.95857041]
18,5000,19001,[0.96656173 0.97960534 0.94420219 0.95351297],[0.99413506 0.99525949 0.97860117 0.98418994],[0.93507957 0.92634586 0.91609005 0.90459758],[0.98151661 0.97818872 0.96699362 0.96314006],[0.94262021 0.92394699 0.91553277 0.89186538],[0.9874983  0.98063094 0.96308464 0.95595476]
19,5000,20001,[0.96652218 0.97156162 0.94842587 0.94874893],[0.99400057 0.99448295 0.9815643  0.98403269],[0.94514331 0.93644601 0.89956005 0.91645469],[0.98697064 0.9795117  0.95893724 0.96399794],[0.94615995 0.9253377  0.90345274 0.89701548],[0.98950057 0.98069955 0.96464968 0.95887867]
20,5000,21001,[0.96919048 0.97591818 0.95375077 0.96114754],[0.9940459  0.99524701 0.98511379 0.98685359],[0.92688765 0.9146765  0.88819858 0.89515167],[0.97897789 0.97179643 0.94988226 0.94994096],[0.94313922 0.91126507 0.90949986 0.90626595],[0.98757157 0.97358296 0.9661882  0.97009692]
21,5000,22001,[0.96849458 0.97368881 0.95066667 0.95332108],[0.99308816 0.99443373 0.98251913 0.98459859],[0.94146221 0.92293464 0.90804386 0.88851456],[0.98549351 0.97823012 0.96335238 0.94929229],[0.93966862 0.930274   0.90479796 0.8818104 ],[0.98527681 0.98151365 0.96603258 0.95033009]
22,5000,23001,[0.96616803 0.97410932 0.95417642 0.95765643],[0.99339324 0.99510923 0.98413241 0.98732347],[0.9474523  0.93002571 0.90074888 0.90632347],[0.98672821 0.97939147 0.96301228 0.96093803],[0.94243993 0.90361986 0.91725265 0.87899474],[0.98400212 0.96772631 0.96603226 0.94881701]
23,5000,24001,[0.96535216 0.9742912  0.94260944 0.95386217],[0.9934608  0.99428057 0.97963706 0.98718615],[0.9321118  0.92608213 0.91221488 0.87944344],[0.98377632 0.98058686 0.96720161 0.94701768],[0.93730639 0.909104   0.88740325 0.88650692],[0.98152942 0.97347884 0.95503354 0.95038928]
24,5000,25001,[0.96537246 0.9746947  0.94759636 0.95220155],[0.9934342  0.99400195 0.97962253 0.98395453],[0.94797337 0.92930233 0.91510743 0.88897292],[0.98598563 0.97874263 0.95896554 0.95465209],[0.94422671 0.93560837 0.90497306 0.89694149],[0.9840451  0.98071527 0.96317169 0.95247162]
25,5000,26001,[0.97171075 0.9808225  0.94706268 0.95679249],[0.99563257 0.99546824 0.98200844 0.98622873],[0.92079997 0.91616735 0.90103709 0.87515425],[0.97398806 0.97146048 0.95689359 0.94260858],[0.94558783 0.89245107 0.9094752  0.88772569],[0.98363844 0.9652222  0.96213543 0.95554467]
26,5000,27001,[0.96706195 0.98079151 0.95357553 0.9570218 ],[0.99358222 0.99548665 0.98262424 0.9857375 ],[0.95272202 0.91875012 0.91207086 0.87995928],[0.98738414 0.97357124 0.96165377 0.94510361],[0.92905156 0.91051072 0.89864717 0.8609744 ],[0.98226589 0.97010158 0.95133935 0.94048867]
27,5000,28001,[0.96732427 0.99525713 0.93718157 0.95998243],[0.99350493 0.9992662  0.97778049 0.98594464],[0.95385479 0.92237551 0.91523518 0.8902115 ],[0.98800263 0.9770049  0.96434604 0.95639859],[0.94114127 0.902442   0.89090678 0.87619926],[0.9820985  0.96725173 0.95101592 0.95057448]
28,5000,29001,[0.98749372 0.9707176  0.9500069  0.96009136],[0.99896036 0.99496282 0.98345028 0.98711114],[0.93602646 0.90812442 0.91070488 0.8999145 ],[0.98296912 0.96800138 0.96662125 0.95478761],[0.93661866 0.9288738  0.90391078 0.89288473],[0.9840587  0.98307635 0.95351385 0.95222286]
29,5000,30001,[0.96940794 0.9741811  0.95340745 0.94876828],[0.99506134 0.99535472 0.98247578 0.98535806],[0.94647636 0.91407504 0.90212602 0.90589611],[0.98669919 0.96987875 0.96209615 0.96068552],[0.94034299 0.92543677 0.90569756 0.87669757],[0.98397572 0.97757684 0.96481526 0.9505437 ]
30,5000,31001,[0.96285078 0.97448691 0.95042449 0.95496607],[0.99246796 0.99436132 0.98159375 0.98553212],[0.92111913 0.91485168 0.90989378 0.8877652 ],[0.97572807 0.97043688 0.96765579 0.95281544],[0.93196027 0.92365493 0.90296979 0.90381971],[0.98033635 0.9740822  0.95862947 0.96146383]
31,5000,32001,[0.97179168 0.9965098  0.95240512 0.95837873],[0.994335   0.99932931 0.98407602 0.98720192],[0.94407545 0.93848732 0.89250779 0.88764224],[0.98437346 0.98233901 0.95363531 0.94754366],[0.92614186 0.89759528 0.89165165 0.89194954],[0.97771124 0.96551098 0.95120044 0.9529722 ]
32,5000,33001,[0.96902473 0.9795745  0.95214884 0.9526977 ],[0.99420812 0.99572775 0.98425291 0.9838394 ],[0.95304741 0.92637057 0.90533601 0.87718808],[0.9854629  0.97765852 0.95696255 0.93518648],[0.93083616 0.92005888 0.90777457 0.89545472],[0.98220461 0.97443945 0.96175122 0.9560913 ]
33,5000,34001,[0.96975009 0.97812851 0.94590748 0.95737701],[0.99498298 0.99616752 0.98083497 0.98535587],[0.93567773 0.90673556 0.89059341 0.89387623],[0.98328278 0.96773971 0.9503168  0.94732135],[0.92945774 0.90702501 0.88722231 0.86693389],[0.97588067 0.96844731 0.94238824 0.93863228]
34,5000,35001,[0.9717619  0.97165597 0.95551603 0.95486096],[0.99499143 0.99366579 0.98471642 0.98518113],[0.94943643 0.9334488  0.908058   0.89660149],[0.98805131 0.97843052 0.95858606 0.96462737],[0.9290635  0.92260141 0.88906576 0.88140587],[0.98225245 0.98266093 0.94989635 0.95118873]
35,5000,36001,[0.98566738 0.97324863 0.94670222 0.95680236],[0.99841562 0.99425953 0.98407995 0.98584415],[0.94865594 0.91713352 0.89190171 0.88323683],[0.98681609 0.97466725 0.95102743 0.9439905 ],[0.93229282 0.93641417 0.90799223 0.90048734],[0.98429995 0.98297472 0.96366831 0.96659072]
36,5000,37001,[0.98596801 0.97581605 0.95222347 0.94837825],[0.99873887 0.9937988  0.98405894 0.98412722],[0.94062137 0.9167017  0.90375731 0.89903343],[0.98436614 0.96173709 0.95734482 0.95256292],[0.93256304 0.9197695  0.90296581 0.87682355],[0.98265002 0.97365575 0.95822444 0.95278516]
37,5000,38001,[0.96382189 0.97217984 0.94854742 0.95374827],[0.99361821 0.99439421 0.98142251 0.98492587],[0.94945387 0.93812608 0.89712647 0.88486717],[0.98818424 0.97978208 0.95603918 0.94597289],[0.94009688 0.89843848 0.905995   0.88334547],[0.98529194 0.97016648 0.97043405 0.95244009]
38,5000,39001,[0.96688514 0.97994451 0.94630697 0.96136025],[0.99432038 0.99582238 0.98241828 0.98774639],[0.92907231 0.93071096 0.88991044 0.90120612],[0.98068053 0.98030823 0.95104859 0.95057186],[0.92853692 0.90308875 0.90864455 0.85964539],[0.97903226 0.96906764 0.9602503  0.94049135]
39,5000,40001,[0.96525506 0.97835623 0.93766528 0.95548114],[0.99388049 0.99597792 0.97688861 0.98644177],[0.94707706 0.9397541  0.90521743 0.89274447],[0.98817316 0.9797326  0.95906523 0.95461845],[0.92958077 0.89889583 0.88998375 0.89038754],[0.98271577 0.97041159 0.9583012  0.95595848]
40,5000,41001,[0.96886442 0.97374083 0.94822493 0.95638991],[0.99434232 0.99527177 0.97979146 0.98589604],[0.93922762 0.92011111 0.90621711 0.89592264],[0.98452558 0.9748563  0.96646112 0.95614312],[0.94731055 0.90348    0.8896568  0.90052115],[0.9853109  0.96462971 0.95296268 0.95745948]
41,5000,42001,[0.96377309 0.97565844 0.94359017 0.95834856],[0.99340372 0.99477558 0.97873719 0.98691841],[0.9373405  0.91811058 0.90178287 0.87576233],[0.98204341 0.96849102 0.95595845 0.94401135],[0.939885   0.91315208 0.90067055 0.87171891],[0.98684874 0.97948685 0.95430867 0.94600998]
42,5000,43001,[0.96743644 0.96955236 0.9481212  0.96007437],[0.9941025  0.99505947 0.98192347 0.98687952],[0.93569986 0.92814631 0.89644251 0.90116022],[0.98288322 0.97845801 0.9539237  0.94777184],[0.93959828 0.91885001 0.89291775 0.87695278],[0.98671876 0.97909811 0.95157473 0.94842576]
43,5000,44001,[0.97648989 0.97476801 0.92223262 0.95212029],[0.99635233 0.99427605 0.96543604 0.98490068],[0.94073254 0.91707166 0.90130434 0.9050656 ],[0.98452389 0.9703943  0.95769367 0.95939548],[0.93099482 0.91679858 0.89827442 0.87221983],[0.98493029 0.97350264 0.95580702 0.95042308]
44,5000,45001,[0.96405399 0.9732852  0.94651414 0.95797007],[0.99362806 0.99471205 0.98064507 0.9849927 ],[0.95169711 0.93002846 0.91374314 0.89931661],[0.98718279 0.98028777 0.96335608 0.95319949],[0.93203242 0.90388588 0.90609922 0.88643082],[0.98288359 0.96511094 0.9652661  0.9500739 ]
45,5000,46001,[0.98776167 0.97401732 0.9371982  0.95250972],[0.99881214 0.99503972 0.97667046 0.98512974],[0.93947557 0.92036312 0.90652611 0.9031257 ],[0.98246082 0.97590315 0.9539121  0.95873096],[0.93791411 0.92631777 0.88451819 0.87490873],[0.98336067 0.97600398 0.94596608 0.94401497]
46,5000,47001,[0.98892093 0.97534825 0.94484809 0.95542235],[0.99897539 0.99452621 0.98195526 0.98580289],[0.94413194 0.91763201 0.90836648 0.90298219],[0.98501544 0.97512154 0.96001449 0.95540532],[0.93402998 0.92482061 0.90380564 0.90247613],[0.98399471 0.9776511  0.95978427 0.95393586]
47,5000,48001,[0.96850615 0.97730646 0.94462706 0.95428876],[0.99443109 0.99553761 0.98169142 0.98542062],[0.94874226 0.90891649 0.90797573 0.88308811],[0.98724839 0.97284415 0.95452511 0.95048039],[0.92699993 0.90474935 0.91358606 0.88014977],[0.97904892 0.97444312 0.96615933 0.95654284]
48,5000,49001,[0.96705822 0.97378175 0.95213147 0.94796055],[0.99444848 0.99425817 0.9835773  0.9827204 ],[0.949102   0.9171206  0.91031757 0.88568989],[0.98669675 0.97503017 0.96481582 0.95224092],[0.9311301  0.91056827 0.9054193  0.89540696],[0.97991947 0.97371644 0.96128856 0.95588426]
49,5000,50001,[0.96718447 0.99526494 0.95073772 0.95588091],[0.99327163 0.99885345 0.98422512 0.98508002],[0.92688972 0.92056609 0.89760467 0.8937655 ],[0.97958393 0.97642688 0.95375359 0.94807401],[0.93646499 0.90731578 0.90438566 0.89198517],[0.98354942 0.96683109 0.96270084 0.9555561 ]
50,5000,51001,[0.97017352 0.99459966 0.95000183 0.95844486],[0.99504174 0.99908593 0.98468014 0.98604683],[0.93325786 0.91785357 0.91110025 0.90324166],[0.97903124 0.97119829 0.96611877 0.96078282],[0.9292918  0.90988734 0.88455686 0.8370004 ],[0.98220252 0.97453407 0.94405632 0.92975978]
51,5000,52001,[0.96695819 0.97488854 0.9294811  0.9532996 ],[0.99398366 0.9959909  0.97323358 0.98265353],[0.92835017 0.90988233 0.9098024  0.88886322],[0.97976651 0.96977207 0.95901777 0.94900556],[0.93939252 0.91938732 0.89158482 0.89447593],[0.98532583 0.97504803 0.95770908 0.95313109]
52,5000,53001,[0.96875087 0.97884736 0.95725554 0.95656081],[0.99459592 0.99520791 0.98485755 0.98580916],[0.93902799 0.93197005 0.91446562 0.8991325 ],[0.98610435 0.97710171 0.96401774 0.95549726],[0.93646335 0.89521721 0.87768005 0.86506259],[0.9806385  0.9665634  0.94720107 0.94312662]
53,5000,54001,[0.96787595 0.97269174 0.95240183 0.95393901],[0.99385676 0.99404378 0.98411185 0.98340004],[0.9341226  0.91954449 0.89912773 0.89945889],[0.97918229 0.97751243 0.95355256 0.95937861],[0.93045464 0.91215521 0.8972888  0.86974632],[0.97995439 0.96655709 0.9531411  0.95055303]
54,5000,55001,[0.97121865 0.97511059 0.95284114 0.95462527],[0.99462916 0.9958278  0.98472725 0.98504115],[0.94302458 0.93072801 0.91979277 0.90686079],[0.98341161 0.98023507 0.96899083 0.96028744],[0.92869856 0.89787515 0.90006771 0.89800012],[0.97886248 0.96732035 0.95594534 0.95933694]
55,5000,56001,[0.96645932 0.97381712 0.94133235 0.95158341],[0.99398042 0.99559883 0.98068179 0.98327681],[0.93974416 0.90827868 0.89664819 0.88949028],[0.98113437 0.96872303 0.95635272 0.95296916],[0.95238846 0.91908814 0.9055369  0.90984335],[0.98981795 0.97877657 0.96660957 0.95943608]
56,5000,57001,[0.96509456 0.97584369 0.94762016 0.95329631],[0.99391032 0.99476983 0.97875841 0.98479924],[0.93952348 0.91352166 0.90588131 0.89937373],[0.98338586 0.97149789 0.96120545 0.9551825 ],[0.94172832 0.91812182 0.91165889 0.88665596],[0.98657573 0.97335123 0.9635866  0.95784776]
57,5000,58001,[0.96710184 0.97445454 0.93720085 0.95501744],[0.99391601 0.99495752 0.97672371 0.98478089],[0.93159581 0.92542658 0.89843224 0.88899582],[0.98111781 0.97841079 0.95558645 0.95784487],[0.93192751 0.91245817 0.91287947 0.88083663],[0.98383451 0.97194153 0.96130715 0.94385216]
58,5000,59001,[0.96161758 0.97127678 0.95074521 0.95687837],[0.9931584  0.99404145 0.98331995 0.9859952 ],[0.94652739 0.93570441 0.90452656 0.88858162],[0.98571263 0.98187772 0.95782497 0.94721571],[0.93050602 0.91547984 0.89420521 0.87040728],[0.98253977 0.97661512 0.95458765 0.93705809]
59,5000,60001,[0.96930854 0.97493421 0.952876   0.95418431],[0.99406682 0.99494017 0.98279222 0.98506796],[0.94192632 0.93455012 0.89769936 0.88787963],[0.98627808 0.98077823 0.95359552 0.95006769],[0.9178934  0.86448713 0.89477807 0.89626122],[0.97451821 0.95674538 0.9529695  0.95696283]
60,5000,61001,[0.96777402 0.97501246 0.94400365 0.95465214],[0.99403081 0.99481944 0.98127065 0.9876709 ],[0.92406778 0.91246661 0.8880652  0.89817347],[0.97442015 0.96878205 0.95211052 0.9549031 ],[0.94827412 0.92567049 0.89701266 0.88438793],[0.98886305 0.98135129 0.96245599 0.95316637]
61,5000,62001,[0.97133351 0.97377706 0.91773744 0.95873668],[0.99491314 0.99585809 0.9673202  0.98572997],[0.93702398 0.92515515 0.90693022 0.90025494],[0.98228036 0.97668645 0.96144717 0.96179626],[0.92668523 0.90623754 0.89822452 0.89065784],[0.97482992 0.97326444 0.95766812 0.95577351]
62,5000,63001,[0.96860172 0.97296182 0.94246584 0.95113735],[0.99321227 0.99520129 0.9788839  0.98360416],[0.94126442 0.92034092 0.9086398  0.89637589],[0.98259733 0.97390989 0.96460704 0.9549563 ],[0.92727022 0.89889532 0.89623289 0.88254383],[0.97616612 0.96779686 0.96286105 0.95500265]
