,n,random_state,train_BA,train_auroc,val_BA,val_auroc,test_BA,test_auroc
0,5000,241009,[0.70151362 0.79489677 0.66671669],[0.76737573 0.87154238 0.71616009],[0.65293653 0.73339573 0.62090859],[0.70202535 0.80351095 0.66380242],[0.67121454 0.73188907 0.62323658],[0.72778078 0.80814994 0.66577074]
1,5000,242009,[0.70424665 0.80451135 0.65291209],[0.75921758 0.87897966 0.70761604],[0.6593916  0.72242406 0.6202169 ],[0.70927416 0.78292667 0.65589565],[0.64678982 0.72325003 0.61401278],[0.70749185 0.78874909 0.65068461]
2,5000,243009,[0.72356894 0.83010979 0.72061377],[0.79096255 0.88985441 0.78118653],[0.6677422  0.73841292 0.60095943],[0.72358874 0.80410491 0.63960067],[0.65993029 0.75135776 0.58962488],[0.70860486 0.81356961 0.63147052]
3,5000,244009,[0.69778633 0.79460625 0.67381378],[0.75756696 0.86938809 0.72918406],[0.66422995 0.72808751 0.60547825],[0.71348115 0.79340507 0.6416734 ],[0.66766709 0.74590927 0.61797325],[0.72426535 0.81321374 0.6566178 ]
4,5000,245009,[0.73769636 0.79220832 0.64778123],[0.80954377 0.86000093 0.70498151],[0.64622912 0.73216732 0.62621578],[0.69772184 0.80065825 0.67002524],[0.66643303 0.7355856  0.62397187],[0.7245492  0.80709233 0.66593159]
5,5000,246009,[0.73141819 0.78705208 0.66324144],[0.80386509 0.85180857 0.71517292],[0.68333068 0.73764987 0.61451981],[0.73826196 0.8105812  0.64988866],[0.65115658 0.7359151  0.61862486],[0.71327692 0.80333189 0.65328318]
6,5000,247009,[0.77663877 0.79243862 0.66055228],[0.84897997 0.86045148 0.70576318],[0.65848818 0.74023046 0.61555372],[0.70771577 0.809446   0.6516282 ],[0.6537686  0.73502852 0.61699016],[0.71757156 0.80297655 0.65721147]
7,5000,248009,[0.77786113 0.77495513 0.6693126 ],[0.84506092 0.8461505  0.7220062 ],[0.65219917 0.74733506 0.60700549],[0.70415196 0.81904755 0.64873148],[0.66206502 0.74201918 0.61968705],[0.71569472 0.81571377 0.68079196]
8,5000,249009,[0.71176413 0.80660773 0.70689424],[0.77394984 0.87966121 0.76811188],[0.66999813 0.71594547 0.62990971],[0.72727172 0.77940758 0.66344485],[0.65187817 0.74474173 0.60657846],[0.71433706 0.81183266 0.64392504]
9,5000,250009,[0.7798926  0.80659991 0.667052  ],[0.85006706 0.88146272 0.72015428],[0.64776668 0.73304837 0.62744361],[0.69993472 0.79128178 0.66235375],[0.65675998 0.72831821 0.61335151],[0.70633936 0.79658135 0.65979616]
10,5000,251009,[0.7041926  0.80358882 0.64546966],[0.77150774 0.87649914 0.69704266],[0.66656836 0.74166009 0.6159451 ],[0.72308993 0.80553367 0.64982529],[0.64334668 0.72418668 0.60230656],[0.706197   0.79338669 0.64436237]
11,5000,252009,[0.77899357 0.80249792 0.65748902],[0.85340639 0.87549455 0.71041356],[0.6609135  0.73978543 0.61500569],[0.71129518 0.80705859 0.65027963],[0.67245061 0.72891214 0.60944256],[0.72217911 0.8026013  0.6461814 ]
