,n,random_state,train_BA,train_auroc,val_BA,val_auroc,test_BA,test_auroc
0,20000,1001,[0.96266375 0.96457929 0.93635052 0.93624198],[0.99336932 0.99241722 0.97567051 0.97828567],[0.94870938 0.93830235 0.92087387 0.91094191],[0.98727494 0.98506011 0.9728592  0.96358767],[0.94338154 0.93219708 0.90364518 0.90369497],[0.98669116 0.9800306  0.95977888 0.96810034]
1,20000,2001,[0.962349   0.96206151 0.93722521 0.93730244],[0.99340899 0.99200401 0.9773009  0.97934349],[0.94694594 0.9376819  0.91571835 0.90500403],[0.98733999 0.9834866  0.96316556 0.96205623],[0.93808501 0.93577237 0.90495866 0.91194517],[0.98412659 0.98541829 0.95982752 0.96285546]
2,20000,3001,[0.96110655 0.96203314 0.93530242 0.93578189],[0.99299094 0.99185646 0.97588432 0.97800357],[0.96440132 0.94094244 0.93173305 0.90961757],[0.99275424 0.98430884 0.97284577 0.96593892],[0.9451012  0.93830858 0.92285009 0.92475196],[0.98754072 0.9855019  0.96963472 0.97095432]
3,20000,4001,[0.96201212 0.96405608 0.92246048 0.93682079],[0.99319619 0.9925878  0.9691171  0.97995513],[0.95193011 0.92329301 0.91757885 0.91089222],[0.98765101 0.97576971 0.96876031 0.96275487],[0.94383402 0.93260343 0.91072656 0.90893415],[0.98880149 0.98533185 0.96877148 0.96186956]
4,20000,5001,[0.96282713 0.96340512 0.93791812 0.93599653],[0.99320622 0.99212791 0.97691232 0.97840082],[0.94160603 0.93316965 0.92302008 0.92433355],[0.9871707  0.9817708  0.96580494 0.96110769],[0.95580494 0.93713855 0.90931269 0.91960326],[0.99025354 0.98761931 0.96235464 0.97455685]
5,20000,6001,[0.96258478 0.96222451 0.93753772 0.9388063 ],[0.993352   0.99233109 0.97726617 0.97942239],[0.96049824 0.94765914 0.92101148 0.9054876 ],[0.99099671 0.98740832 0.9650483  0.96346816],[0.93745357 0.93252509 0.91199792 0.90250141],[0.98306973 0.97994345 0.96528156 0.96086684]
6,20000,7001,[0.96276161 0.96497476 0.9245236  0.94156906],[0.9931411  0.9925476  0.97016208 0.9801442 ],[0.94682364 0.94749322 0.91471067 0.89211583],[0.9863489  0.98517909 0.96880255 0.95020145],[0.9540051  0.92204797 0.89293359 0.89017077],[0.98911478 0.97974525 0.958368   0.96172779]
7,20000,8001,[0.96320716 0.96560623 0.93622653 0.93808266],[0.99329726 0.99291447 0.97767993 0.97935562],[0.94516944 0.93945861 0.91557851 0.90330175],[0.98715936 0.98286576 0.96612958 0.96130454],[0.94367163 0.90754349 0.91300299 0.90442837],[0.98782932 0.97210915 0.95885645 0.96008852]
8,20000,9001,[0.95917064 0.96226094 0.92292104 0.93657658],[0.99281288 0.99195671 0.9695645  0.97887667],[0.95495944 0.9416453  0.90148294 0.90116556],[0.98837639 0.98599298 0.95910382 0.95861866],[0.96109765 0.93462796 0.91027144 0.92023207],[0.9923699  0.98615816 0.96987463 0.97183564]
9,20000,10001,[0.96828135 0.96244313 0.93646643 0.93777126],[0.99485011 0.99202289 0.97706288 0.97943729],[0.95711614 0.94704669 0.91601227 0.91376693],[0.98991162 0.98558226 0.96308931 0.96583114],[0.94194935 0.94126855 0.91813749 0.90593062],[0.98586144 0.98273688 0.96611112 0.96068526]
10,20000,11001,[0.9612534  0.96359746 0.92280894 0.93613353],[0.99325264 0.99224993 0.97007236 0.97852509],[0.94496608 0.94913981 0.91051855 0.91459866],[0.98710538 0.98738571 0.96137284 0.96150087],[0.95582884 0.92514657 0.9206607  0.92288557],[0.98880151 0.97700688 0.96550842 0.97131034]
11,20000,12001,[0.96304668 0.96487505 0.93673637 0.93822366],[0.99333682 0.99272347 0.97734733 0.97926117],[0.94650537 0.94276229 0.92293358 0.92015312],[0.98710307 0.98493692 0.96800746 0.96997255],[0.94090841 0.91113184 0.90415881 0.87438241],[0.98544001 0.97161588 0.95504807 0.95131972]
12,20000,13001,[0.96755701 0.96334755 0.93802276 0.93776362],[0.99470256 0.99253797 0.97656471 0.97877146],[0.95522098 0.93781095 0.91930757 0.90676162],[0.98952527 0.98126982 0.97072331 0.96607746],[0.95553893 0.93334303 0.90539925 0.90059806],[0.99010079 0.98177713 0.96319644 0.96476706]
13,20000,14001,[0.96136391 0.9606166  0.9388124  0.93860109],[0.99295017 0.99172849 0.97755235 0.97954937],[0.94934685 0.95061591 0.9004404  0.90289806],[0.98986017 0.98572363 0.95955111 0.95983666],[0.95206359 0.94457273 0.90322178 0.88917128],[0.98982201 0.98906694 0.95865601 0.95674385]
14,20000,15001,[0.96198461 0.96383443 0.93934794 0.94033202],[0.99296639 0.9924288  0.97863225 0.97951299],[0.94555314 0.92813639 0.89829706 0.90094846],[0.988209   0.97875824 0.95162866 0.95821593],[0.95433259 0.93810299 0.90864702 0.89079541],[0.99241166 0.98360627 0.95990746 0.96391484]
15,20000,16001,[0.96202209 0.96012349 0.93537692 0.93875122],[0.99307176 0.99165845 0.97626189 0.97953511],[0.9558836  0.93047437 0.92490902 0.89313501],[0.99006064 0.98253204 0.97104461 0.9565115 ],[0.94560856 0.94265234 0.90445154 0.88409419],[0.98798412 0.98905352 0.96724473 0.95707434]
16,20000,17001,[0.96135836 0.95472567 0.93717479 0.94035275],[0.99304839 0.98961371 0.97780801 0.97920756],[0.95092182 0.94090847 0.90953978 0.90118584],[0.98843475 0.98616187 0.95767749 0.95739026],[0.9608934  0.92106142 0.91254817 0.9021102 ],[0.99048144 0.98088422 0.96300763 0.96586873]
17,20000,18001,[0.96120599 0.95857782 0.93809608 0.93799067],[0.9929508  0.99108143 0.97743136 0.9786053 ],[0.95473323 0.95735537 0.90418582 0.90023606],[0.99189046 0.9916003  0.96025476 0.96045859],[0.94173825 0.92795898 0.91783509 0.90627243],[0.98722237 0.98515239 0.96865951 0.96612562]
18,20000,19001,[0.96826098 0.96042736 0.93494956 0.93751716],[0.99479068 0.99150801 0.97629721 0.97840477],[0.94363477 0.94695734 0.92518479 0.91691526],[0.98748401 0.98592403 0.97075518 0.97224608],[0.94849135 0.94524345 0.92141561 0.91463918],[0.99065252 0.98710458 0.96936244 0.96685768]
19,20000,20001,[0.96139351 0.96203532 0.93795068 0.93723664],[0.99261563 0.99181265 0.97643489 0.97812521],[0.95747197 0.95589572 0.91899395 0.92718503],[0.99156905 0.98690332 0.96776586 0.96960907],[0.95801474 0.93963683 0.91361265 0.9114408 ],[0.9927184  0.98722235 0.96655063 0.9679885 ]
20,20000,21001,[0.96108244 0.96460778 0.93673771 0.93797807],[0.9930845  0.99261428 0.97758286 0.97851821],[0.94284792 0.92758477 0.90420833 0.89664976],[0.98413155 0.9783081  0.95840164 0.95487688],[0.96111355 0.93401459 0.92613585 0.92521204],[0.99232439 0.9839424  0.96867187 0.97838052]
