,n,random_state,train_BA,train_auroc,val_BA,val_auroc,test_BA,test_auroc
0,5000,1001,[0.7034805  0.81298324 0.64958968],[0.76864841 0.87724977 0.70137956],[0.64538769 0.72730798 0.61308556],[0.69605861 0.79988068 0.64116469],[0.67130084 0.73174452 0.61756248],[0.72498104 0.8043065  0.66675027]
1,5000,2001,[0.70881449 0.82038358 0.65768675],[0.7711345  0.88501543 0.70603187],[0.65696887 0.72993451 0.63827192],[0.70391454 0.78987676 0.67138602],[0.68233387 0.75277534 0.59195872],[0.73930538 0.82301725 0.63594494]
2,5000,3001,[0.70116603 0.81036644 0.66326702],[0.76524353 0.88131595 0.71528271],[0.66258833 0.73710552 0.61747199],[0.71092499 0.79998385 0.6547997 ],[0.64828106 0.73999726 0.62525318],[0.71173437 0.80690445 0.66630576]
3,5000,4001,[0.70712785 0.7872955  0.64838619],[0.7755245  0.85510587 0.69877379],[0.66188265 0.72633715 0.63178544],[0.71584257 0.79276446 0.6747879 ],[0.64614891 0.71847849 0.61804582],[0.69892262 0.78874746 0.66134304]
4,5000,5001,[0.70423973 0.8115382  0.64914272],[0.7716049  0.88204688 0.70318294],[0.65506577 0.73037458 0.61705137],[0.71098048 0.78720166 0.65854373],[0.65498919 0.74164203 0.61949574],[0.71743376 0.81138036 0.67069885]
5,5000,6001,[0.71520446 0.81062732 0.6579657 ],[0.77291742 0.88028878 0.71146715],[0.68070139 0.76091635 0.61097793],[0.73106292 0.82526782 0.6534553 ],[0.65430578 0.73034789 0.63079736],[0.70702025 0.79566736 0.67361464]
6,5000,7001,[0.70901866 0.78528563 0.67668774],[0.77650888 0.85041088 0.7330018 ],[0.64975196 0.74811835 0.61173959],[0.69687435 0.81649161 0.64654885],[0.66579501 0.73254025 0.61676832],[0.72347279 0.80504298 0.65100617]
7,5000,8001,[0.69999695 0.81532388 0.66370208],[0.75801028 0.88479102 0.7156562 ],[0.66496698 0.74303214 0.61386138],[0.7207464  0.81289455 0.6470051 ],[0.66326003 0.74497923 0.61885414],[0.72037702 0.81472344 0.65669815]
8,5000,9001,[0.73287169 0.81621715 0.66518811],[0.79993522 0.88767536 0.725103  ],[0.66073439 0.75320623 0.62650167],[0.7195296  0.82058444 0.66249966],[0.66141443 0.73756306 0.60203138],[0.72312432 0.80832051 0.64178647]
9,5000,10001,[0.69753632 0.80791292 0.64821652],[0.75792597 0.87815714 0.70017965],[0.670828   0.7342102  0.61964783],[0.7217906  0.79789486 0.66218787],[0.66870171 0.73535423 0.61910517],[0.72843029 0.80146744 0.65957554]
10,5000,11001,[0.71362278 0.77269144 0.65727075],[0.77725818 0.84872818 0.71097557],[0.65700834 0.75124293 0.60090263],[0.70927956 0.82194913 0.63643745],[0.67565986 0.7415518  0.61150535],[0.73286139 0.81328386 0.64773591]
11,5000,12001,[0.71446966 0.7971353  0.64439596],[0.78937152 0.87505596 0.70035797],[0.67108624 0.73409106 0.62336583],[0.72460628 0.80292087 0.6575809 ],[0.66508607 0.73330488 0.61866324],[0.72190753 0.80449667 0.66001416]
12,5000,13001,[0.77740053 0.80387676 0.65467818],[0.85258847 0.87957199 0.69871217],[0.64926555 0.74484491 0.60838448],[0.69586472 0.80418594 0.63783842],[0.6685558  0.74101643 0.6124686 ],[0.72666336 0.80465079 0.65835794]
