,n,random_state,train_BA,train_auroc,val_BA,val_auroc,test_BA,test_auroc
0,5000,151006,[0.71005524 0.7502542  0.65884358],[0.76387469 0.81889564 0.71046361],[0.64770514 0.72853173 0.62544196],[0.69050661 0.79013499 0.66402719],[0.64217639 0.73646693 0.6184318 ],[0.70007365 0.8022928  0.6508271 ]
1,5000,152006,[0.74573483 0.80533902 0.64631849],[0.81153782 0.87972724 0.70245084],[0.6690317  0.73756971 0.60271647],[0.72315768 0.79921871 0.63346978],[0.66394776 0.73378203 0.62424736],[0.72660598 0.79637687 0.66236061]
2,5000,153006,[0.70262513 0.79867144 0.65566349],[0.76046782 0.87356326 0.71694601],[0.67896468 0.73917479 0.61048277],[0.73684008 0.81012718 0.64707344],[0.65526826 0.73265525 0.6122926 ],[0.71109883 0.79384353 0.65229289]
3,5000,154006,[0.69362605 0.80513161 0.64707101],[0.76355778 0.87875754 0.70235372],[0.6587275  0.72722972 0.60545298],[0.71098745 0.78583424 0.6406713 ],[0.66019566 0.73111708 0.62666491],[0.71197057 0.8047501  0.67270765]
4,5000,155006,[0.70499168 0.77091698 0.65138867],[0.76505026 0.84215552 0.70757817],[0.66777258 0.72706467 0.62901823],[0.72295692 0.79994184 0.66144289],[0.65562768 0.73332653 0.61302226],[0.71279856 0.79874915 0.65929133]
5,5000,156006,[0.73773909 0.82373779 0.64458879],[0.80722799 0.89226862 0.69724146],[0.6577378  0.73783045 0.61581212],[0.710357   0.80368298 0.65020455],[0.64608028 0.71444725 0.61807976],[0.69731666 0.77742972 0.65565022]
6,5000,157006,[0.7117917  0.81148199 0.65679174],[0.77363947 0.88495102 0.70380935],[0.65549341 0.74569183 0.6219046 ],[0.71339411 0.80398951 0.660007  ],[0.64993267 0.73618036 0.61514663],[0.71436686 0.80487977 0.64913067]
7,5000,158006,[0.7024345  0.80233902 0.65592993],[0.76521924 0.87499099 0.70820989],[0.65941689 0.76224789 0.62579039],[0.71202286 0.82112137 0.65631882],[0.65616024 0.73486691 0.62256192],[0.714198   0.80756242 0.67256454]
8,5000,159006,[0.70932821 0.79869644 0.6502397 ],[0.77688694 0.86819106 0.70140135],[0.66441202 0.74476473 0.61920355],[0.71542686 0.80786872 0.65923914],[0.65807587 0.74459552 0.61075155],[0.71083325 0.81505757 0.65428345]
9,5000,160006,[0.7713132  0.78035238 0.6616319 ],[0.84554645 0.86153269 0.71882236],[0.65085166 0.72639264 0.61622196],[0.70405078 0.79187759 0.65006659],[0.65254173 0.75092887 0.62186654],[0.71242483 0.81720706 0.6590334 ]
10,5000,161006,[0.74727134 0.82227935 0.67551491],[0.81097665 0.89268413 0.727479  ],[0.65926866 0.71174922 0.62552177],[0.71665093 0.7768303  0.6652785 ],[0.66537739 0.74242928 0.59470761],[0.72793211 0.81335147 0.63332341]
11,5000,162006,[0.70298875 0.78618831 0.660922  ],[0.77397079 0.85559689 0.71834566],[0.65767186 0.75591834 0.61599649],[0.71139278 0.81344729 0.65458354],[0.65918636 0.73236384 0.61114891],[0.71703326 0.79850062 0.65784837]
12,5000,163006,[0.78108765 0.81635342 0.67202234],[0.85408389 0.88795465 0.71794813],[0.65261544 0.71681109 0.62093555],[0.70412794 0.77710587 0.65503912],[0.66252687 0.73138941 0.63323166],[0.71506345 0.80045758 0.67424642]
13,5000,164006,[0.73490226 0.79330132 0.64870277],[0.8074008  0.86396449 0.70740962],[0.65676052 0.73639711 0.59980584],[0.69856459 0.80510771 0.64058048],[0.65705845 0.73628002 0.61105577],[0.71571616 0.80427675 0.65281623]
14,5000,165006,[0.77212028 0.80639419 0.6585063 ],[0.85067913 0.88184012 0.71123941],[0.69122892 0.74135816 0.61653898],[0.75033208 0.81003523 0.65752966],[0.66417483 0.71711321 0.62428021],[0.71862287 0.78628548 0.66776073]
15,5000,166006,[0.70068655 0.77646706 0.65867341],[0.75491863 0.84702954 0.70901916],[0.65811002 0.72837748 0.62533558],[0.70893147 0.79719791 0.65900078],[0.64478642 0.73197792 0.6055295 ],[0.70246337 0.79680318 0.64904279]
16,5000,167006,[0.74043716 0.81775576 0.6658195 ],[0.80889223 0.88432174 0.71165262],[0.64211695 0.74069483 0.62503075],[0.69200478 0.8014968  0.665401  ],[0.66449034 0.71483257 0.61124402],[0.71833727 0.79392171 0.65811341]
17,5000,168006,[0.7411681  0.80924228 0.67001355],[0.81378958 0.88207851 0.71729593],[0.67411621 0.73535158 0.63354037],[0.73340048 0.80468888 0.67633398],[0.6563367  0.74559726 0.61081074],[0.71626929 0.81609531 0.65326423]
18,5000,169006,[0.70069139 0.81279354 0.65335716],[0.77083265 0.87771601 0.70706657],[0.67008111 0.72768319 0.62576742],[0.7238903  0.7919225  0.66967652],[0.65551114 0.726153   0.62276832],[0.70508721 0.80010476 0.65942393]
19,5000,170006,[0.76552888 0.8065684  0.66927344],[0.83462686 0.87602903 0.71883106],[0.65203403 0.74597041 0.61774214],[0.70989308 0.81335485 0.64942706],[0.66075519 0.72736362 0.61210877],[0.71768927 0.79649522 0.65274202]
20,5000,171006,[0.72042826 0.80995876 0.66116981],[0.77489279 0.87983367 0.7166469 ],[0.65798649 0.72606552 0.6257768 ],[0.7128161  0.78776148 0.66343325],[0.65446438 0.72180073 0.62422994],[0.70877222 0.78675648 0.6636766 ]
21,5000,172006,[0.73913897 0.80711946 0.65928614],[0.81109256 0.87737452 0.70650613],[0.67260579 0.73225354 0.6235026 ],[0.72363681 0.8020266  0.66897177],[0.64141869 0.7338452  0.61030675],[0.69445601 0.80209906 0.65966148]
22,5000,173006,[0.72186503 0.78154134 0.65690227],[0.7935081  0.85343548 0.71616626],[0.6589829  0.74063351 0.61856646],[0.71780674 0.80295915 0.65593309],[0.65575142 0.73806254 0.61951649],[0.71563919 0.8033587  0.66133942]
