,n,random_state,train_BA,train_auroc,val_BA,val_auroc,test_BA,test_auroc
0,10000,181007,[0.70757051 0.76998216 0.65215693],[0.77079349 0.84973871 0.70784618],[0.67791672 0.76550212 0.6241199 ],[0.73414662 0.83232617 0.66645597],[0.65938473 0.73729509 0.60384399],[0.72063205 0.80231484 0.64864721]
1,10000,182007,[0.69627495 0.7928214  0.67477459],[0.75953393 0.86661757 0.73732679],[0.65938275 0.73278277 0.62756498],[0.71329166 0.80196149 0.67054818],[0.67032827 0.74253041 0.61134982],[0.73485248 0.81483293 0.65947104]
2,10000,183007,[0.7223712  0.79574514 0.64953919],[0.78566991 0.86968869 0.70378346],[0.66755361 0.7475709  0.62671249],[0.7192743  0.81786993 0.66626992],[0.66924472 0.73777995 0.61872768],[0.73250205 0.80909101 0.67783764]
3,10000,184007,[0.70775665 0.78632427 0.64729238],[0.76591583 0.86719417 0.70391366],[0.67376134 0.7262157  0.61817503],[0.72789489 0.78891824 0.66020188],[0.65882408 0.74462526 0.61779397],[0.71736331 0.81989412 0.6563    ]
4,10000,185007,[0.74795603 0.79545475 0.65059218],[0.81557899 0.86558233 0.7071744 ],[0.67585412 0.7313004  0.63990277],[0.72905304 0.8022588  0.69042209],[0.66612972 0.73923433 0.61590526],[0.72439247 0.81564726 0.65981337]
5,10000,186007,[0.74606719 0.79609044 0.65412847],[0.81735406 0.86793511 0.70847119],[0.65674514 0.73528128 0.6122223 ],[0.71505149 0.80367317 0.64892865],[0.6494308  0.75221854 0.61613422],[0.72191566 0.82344451 0.66491468]
6,10000,187007,[0.7022295  0.77864036 0.64425995],[0.76969044 0.85144416 0.69889904],[0.67233826 0.75898469 0.61022877],[0.73086008 0.82757867 0.65649608],[0.67031423 0.73653842 0.61089221],[0.72623854 0.80300325 0.65350651]
7,10000,188007,[0.70487464 0.794832   0.6543787 ],[0.76764184 0.86782086 0.70728024],[0.68094636 0.7439726  0.61643521],[0.73111992 0.81316879 0.65605712],[0.66374946 0.75002956 0.61901484],[0.71970538 0.81659467 0.65950393]
8,10000,189007,[0.70531228 0.79315929 0.6540797 ],[0.77388551 0.86365163 0.70867078],[0.66916408 0.74452778 0.61902953],[0.71966458 0.81149134 0.66636529],[0.67220282 0.7392197  0.61079138],[0.73317651 0.80865047 0.65824528]
9,10000,190007,[0.71419687 0.79088233 0.68413727],[0.77840604 0.86493255 0.74967844],[0.66614398 0.75911506 0.62228656],[0.72285403 0.82638817 0.66467171],[0.67046447 0.74272291 0.62456708],[0.73472082 0.81197499 0.67196269]
