,n,random_state,train_BA,train_auroc,val_BA,val_auroc,test_BA,test_auroc
0,20000,241009,[0.72610947 0.78195406 0.64630701],[0.79248561 0.85357256 0.70034174],[0.67585064 0.74989412 0.63946354],[0.72993079 0.82205197 0.68323715],[0.68677963 0.75350022 0.62978477],[0.7532116  0.82445356 0.67589891]
1,20000,242009,[0.72579259 0.78337772 0.64885857],[0.79564296 0.85724105 0.70209879],[0.67806916 0.73707971 0.62184628],[0.73091268 0.80418136 0.66428011],[0.67293945 0.74181455 0.61620867],[0.73419543 0.81417478 0.66598266]
2,20000,243009,[0.71878663 0.78468649 0.66641588],[0.78710346 0.85947677 0.72806203],[0.69319872 0.74792128 0.61618851],[0.75019817 0.81757754 0.6607472 ],[0.66421602 0.7596998  0.60575741],[0.72834719 0.82581586 0.66020698]
3,20000,244009,[0.72142529 0.78015621 0.64960924],[0.78830051 0.85336386 0.70083861],[0.67144858 0.74880383 0.62079881],[0.72852206 0.81106865 0.66305612],[0.67413931 0.74966832 0.63061335],[0.73569104 0.82757002 0.67725716]
4,20000,245009,[0.73047995 0.77956818 0.66733371],[0.7989     0.85392237 0.72634977],[0.66276749 0.74746657 0.63708701],[0.71424318 0.81417306 0.68452167],[0.68512089 0.74679149 0.63043252],[0.74311692 0.82089887 0.67328141]
5,20000,246009,[0.70006187 0.78188745 0.64208838],[0.7589614  0.85412637 0.69712231],[0.69461842 0.76361784 0.61904997],[0.75435251 0.83228006 0.66129126],[0.66835981 0.75253054 0.62486122],[0.73015043 0.82012126 0.66925689]
6,20000,247009,[0.73240098 0.78247019 0.64817966],[0.80000887 0.85677382 0.7019742 ],[0.6741116  0.74969564 0.62462298],[0.72425725 0.82779818 0.67068158],[0.67821281 0.74869558 0.61644725],[0.74422543 0.81616072 0.6703316 ]
7,20000,248009,[0.72973069 0.76822522 0.6502646 ],[0.80076543 0.83841007 0.70489306],[0.67404296 0.76059983 0.61755344],[0.7337358  0.8277441  0.66540388],[0.68269874 0.75654636 0.6276224 ],[0.74176418 0.8305269  0.6916288 ]
8,20000,249009,[0.6942902  0.78710527 0.64154214],[0.75951987 0.85968408 0.69470932],[0.69119664 0.73234693 0.63959531],[0.7501987  0.79961108 0.68551837],[0.67241369 0.76594116 0.62117188],[0.73593813 0.83868827 0.66688916]
9,20000,250009,[0.71881381 0.77760514 0.64923306],[0.78887994 0.85067357 0.70400535],[0.67115229 0.74299575 0.63340589],[0.72646298 0.8099617  0.67497433],[0.66109223 0.73667649 0.61957332],[0.72303599 0.80816645 0.67556691]
10,20000,251009,[0.70131506 0.78159026 0.64534515],[0.76901806 0.85742409 0.69742716],[0.67526003 0.74731368 0.62539418],[0.7376332  0.81827952 0.66284487],[0.66368934 0.7473848  0.61133004],[0.72408584 0.81422602 0.65851676]
11,20000,252009,[0.73140295 0.77569657 0.64383727],[0.80054701 0.8487916  0.69780087],[0.6659226  0.75573846 0.62463947],[0.72094186 0.82666115 0.66886733],[0.67867602 0.73683211 0.61710254],[0.73742553 0.82264214 0.65950688]
12,20000,253009,[0.74089819 0.78726956 0.64623046],[0.80573002 0.8582397  0.70318267],[0.67171639 0.75247374 0.62865782],[0.72865536 0.81844958 0.67683621],[0.67850429 0.75121067 0.62971485],[0.74084632 0.82039636 0.68085442]
13,20000,254009,[0.69304756 0.78321722 0.64333015],[0.758598   0.85374207 0.69805451],[0.6791713  0.74758145 0.62101096],[0.73727653 0.81345377 0.66330562],[0.6766871  0.74921537 0.62721781],[0.73740401 0.81698618 0.67867602]
14,20000,255009,[0.69325333 0.78124581 0.64752924],[0.76113953 0.8549865  0.70242019],[0.68281815 0.75405022 0.6147235 ],[0.73651594 0.82599275 0.65486018],[0.67727603 0.74242391 0.62354367],[0.74049754 0.81920534 0.6775508 ]
15,20000,256009,[0.72994649 0.78471133 0.64443097],[0.79904365 0.85996495 0.69716479],[0.67420345 0.75533137 0.63488625],[0.73355601 0.8254022  0.67756551],[0.68263307 0.73594008 0.62946961],[0.74078903 0.80454257 0.67513785]
16,20000,257009,[0.72264392 0.78978042 0.64494296],[0.78790486 0.86161861 0.69969627],[0.68217843 0.74655249 0.63133423],[0.7388477  0.82077347 0.67308323],[0.66246362 0.74365381 0.62409016],[0.72324374 0.8155489  0.67217076]
17,20000,258009,[0.69255655 0.777986   0.65503499],[0.75814597 0.85355563 0.70983676],[0.67575519 0.74615969 0.62350981],[0.74138557 0.80911597 0.67301241],[0.68671426 0.74931413 0.61538091],[0.74932219 0.82617772 0.65850938]
18,20000,259009,[0.73215746 0.78144586 0.65418091],[0.80088342 0.85121741 0.7102742 ],[0.66242944 0.75270206 0.63044957],[0.71737658 0.8192497  0.67502057],[0.67793663 0.74749403 0.60917279],[0.74050795 0.82692841 0.65481662]
19,20000,260009,[0.73281933 0.78107184 0.65132171],[0.80308448 0.85224132 0.70017298],[0.69471651 0.74595248 0.62246936],[0.75549087 0.81770331 0.67059512],[0.6727728  0.74775499 0.61799298],[0.73577816 0.82032962 0.66443997]
