,n,random_state,train_BA,train_auroc,val_BA,val_auroc,test_BA,test_auroc
0,5000,31002,[0.70708459 0.80447854 0.65490389],[0.76828018 0.87839957 0.70284587],[0.66191767 0.73390761 0.62676785],[0.71509301 0.80088339 0.66743568],[0.66189613 0.73610539 0.6189552 ],[0.72273979 0.80807628 0.65555148]
1,5000,32002,[0.77338999 0.79317769 0.65131002],[0.84334818 0.86952768 0.70797499],[0.67121951 0.71833196 0.63188887],[0.72404062 0.78396875 0.665543  ],[0.65820701 0.73689938 0.6078469 ],[0.71818838 0.80596676 0.65079908]
2,5000,33002,[0.72988368 0.80364601 0.65539764],[0.80051418 0.87705926 0.71649362],[0.65466305 0.73201056 0.6149167 ],[0.70717823 0.79690877 0.65013343],[0.64008681 0.73624295 0.61159459],[0.70648575 0.80482618 0.65781781]
3,5000,34002,[0.7520095  0.81983953 0.65726377],[0.81711061 0.88623764 0.71914748],[0.68449503 0.74579149 0.62429052],[0.73282683 0.81647161 0.65895318],[0.65895082 0.72755663 0.61208824],[0.70969951 0.79621588 0.65381454]
4,5000,35002,[0.71831987 0.77047534 0.65052587],[0.77976291 0.84507987 0.70546654],[0.65651679 0.73567428 0.62209433],[0.70841615 0.80080506 0.65631753],[0.66563224 0.73185692 0.61755149],[0.71251407 0.7943253  0.65530351]
5,5000,36002,[0.75496458 0.80075262 0.66047948],[0.82199348 0.86927955 0.71629601],[0.65254942 0.73266276 0.62551789],[0.70296522 0.79601205 0.65753915],[0.64821305 0.72498126 0.59970417],[0.70354486 0.7992969  0.63736503]
6,5000,37002,[0.70639572 0.80253488 0.70504708],[0.77627671 0.87426298 0.77503691],[0.68791439 0.75548198 0.60915877],[0.7463925  0.82795943 0.64604891],[0.66248411 0.74158865 0.61953685],[0.71766918 0.80610822 0.66312915]
7,5000,38002,[0.7607572  0.80869446 0.64267094],[0.83693193 0.87830943 0.69625252],[0.67085233 0.73781398 0.62311475],[0.72583211 0.80580378 0.66501545],[0.65464983 0.72151467 0.60566422],[0.69993825 0.79512769 0.65269273]
8,5000,39002,[0.7038274  0.81532217 0.66670072],[0.77540107 0.87985149 0.72154604],[0.66442501 0.74847043 0.60738685],[0.71654129 0.81170577 0.64723019],[0.65022275 0.73416187 0.61890106],[0.69993307 0.80348291 0.66331658]
9,5000,40002,[0.70270778 0.81202734 0.65478684],[0.7587071  0.89036709 0.70340293],[0.66533485 0.74254578 0.61373635],[0.71473278 0.80538851 0.64989997],[0.66812151 0.73224064 0.58811316],[0.72870414 0.79398575 0.62890714]
10,5000,41002,[0.7077421  0.82106871 0.65962114],[0.77484387 0.88876075 0.7186489 ],[0.67430684 0.73961569 0.63429379],[0.72404091 0.80592885 0.6785887 ],[0.66395018 0.733036   0.60299121],[0.71994956 0.79705271 0.64112846]
