,n,random_state,train_BA,train_auroc,val_BA,val_auroc,test_BA,test_auroc
0,5000,91004,[0.69948449 0.8203063  0.65054612],[0.76645393 0.88435732 0.70430605],[0.66069244 0.74800163 0.59991752],[0.71752138 0.81279831 0.63356098],[0.64712313 0.74271418 0.629651  ],[0.71060305 0.81350185 0.67341064]
1,5000,92004,[0.77434594 0.80009492 0.65732589],[0.84625601 0.87203987 0.70781847],[0.67697112 0.76016531 0.62757033],[0.7186339  0.82165954 0.66580674],[0.6594214  0.74428891 0.6233327 ],[0.71962187 0.81271893 0.66150347]
2,5000,93004,[0.74047952 0.77636158 0.64080774],[0.81211419 0.84229867 0.69347035],[0.6578355  0.73551132 0.62126516],[0.70640636 0.8014619  0.65840565],[0.66803578 0.74239829 0.61815689],[0.72379667 0.81785025 0.65964722]
3,5000,94004,[0.76911671 0.80290427 0.6481847 ],[0.84123579 0.87813688 0.70297227],[0.67035104 0.73459432 0.61795557],[0.72500619 0.8039595  0.65321953],[0.65065822 0.71279433 0.59742435],[0.70470345 0.7825097  0.64050066]
4,5000,95004,[0.70622324 0.80515552 0.64405043],[0.77543172 0.87831142 0.69284525],[0.66034349 0.73524989 0.6332719 ],[0.70766052 0.80068364 0.67264466],[0.64051717 0.73838393 0.63571309],[0.69357405 0.80233759 0.66951474]
5,5000,96004,[0.70858424 0.81020704 0.65925055],[0.76706092 0.87915783 0.70842396],[0.66965917 0.74906601 0.63320105],[0.72539277 0.81737202 0.66770716],[0.6469535  0.73859213 0.61308152],[0.70692173 0.80690998 0.64964019]
6,5000,97004,[0.74464412 0.79797593 0.65407175],[0.81423127 0.86987178 0.70533659],[0.66314021 0.74431402 0.61077682],[0.72331756 0.80802255 0.64737609],[0.6680841  0.74093986 0.60702022],[0.73149677 0.80797019 0.638438  ]
7,5000,98004,[0.76436596 0.78573498 0.66490426],[0.84198396 0.85178487 0.71574718],[0.66036696 0.74242679 0.62407575],[0.70975491 0.81413599 0.65658523],[0.65035291 0.73147603 0.60940597],[0.69991011 0.80134255 0.65901795]
8,5000,99004,[0.70510752 0.80315966 0.6509717 ],[0.77147739 0.88235815 0.70248385],[0.6525231  0.73409026 0.59869335],[0.70447858 0.80415607 0.63754658],[0.65102538 0.72362704 0.60550715],[0.70673725 0.78867968 0.65036554]
9,5000,100004,[0.70133196 0.80592026 0.65369227],[0.76103723 0.87790248 0.70732623],[0.66731873 0.73209251 0.60826996],[0.7173705  0.79500424 0.64718098],[0.66496248 0.72615249 0.62957068],[0.72131953 0.79642035 0.6718197 ]
10,5000,101004,[0.7123297  0.77550539 0.65191381],[0.77733801 0.85040997 0.71657108],[0.67272277 0.72390087 0.61010991],[0.7286091  0.78958406 0.64957169],[0.65603685 0.73869039 0.62108426],[0.70991705 0.80444151 0.66036558]
11,5000,102004,[0.73925119 0.81143605 0.71189246],[0.80512853 0.88827631 0.77695226],[0.64654549 0.72007078 0.61920909],[0.70012979 0.78113767 0.65906194],[0.65010723 0.73127865 0.605256  ],[0.7082227  0.80110239 0.64805381]
12,5000,103004,[0.69582287 0.81135654 0.65440705],[0.7618976  0.88223328 0.70445466],[0.67620188 0.74241973 0.61964476],[0.72763308 0.80876965 0.65119008],[0.67283224 0.73698436 0.61097481],[0.72692932 0.79682024 0.65185898]
13,5000,104004,[0.76054453 0.79891884 0.67432332],[0.83261375 0.867096   0.73867567],[0.66301989 0.71853639 0.60305488],[0.71265908 0.79254712 0.63857304],[0.64916176 0.73808438 0.61537171],[0.70154235 0.80563791 0.66126899]
14,5000,105004,[0.73742572 0.78347326 0.66894192],[0.80946283 0.85255786 0.72178824],[0.66057276 0.73007655 0.6172177 ],[0.71569972 0.79864559 0.65996107],[0.67199735 0.7321865  0.61891358],[0.72575949 0.79723739 0.65990134]
15,5000,106004,[0.78045669 0.80939956 0.67675581],[0.84954847 0.87979315 0.74076907],[0.66572349 0.73657791 0.617831  ],[0.71444554 0.79842496 0.65652766],[0.65891602 0.72778633 0.60319984],[0.7157804  0.79635394 0.63641153]
16,5000,107004,[0.73589608 0.81014824 0.65460844],[0.80900966 0.88745686 0.70826786],[0.65585601 0.74744641 0.62572064],[0.702919   0.80544472 0.65854463],[0.64431109 0.72990133 0.61358324],[0.6998059  0.79774591 0.65876827]
17,5000,108004,[0.78180875 0.81057369 0.65503561],[0.84884668 0.8821383  0.70379662],[0.66375152 0.75991929 0.61143781],[0.71067848 0.82320462 0.64912634],[0.64588876 0.72323815 0.62257039],[0.69813286 0.79263923 0.66291445]
18,5000,109004,[0.71182528 0.78370635 0.65725873],[0.77784421 0.8546734  0.71578069],[0.66617166 0.73460541 0.62236083],[0.72801172 0.80747069 0.65975036],[0.64123277 0.71213581 0.62621051],[0.69698094 0.7767536  0.66016739]
19,5000,110004,[0.70750065 0.80313743 0.65453456],[0.76613713 0.88018854 0.70532875],[0.6748565  0.74492939 0.59884476],[0.72105003 0.81034588 0.63544341],[0.63750703 0.72399722 0.62538539],[0.69711364 0.79935293 0.66225857]
20,5000,111004,[0.71872168 0.809046   0.65246209],[0.78192804 0.88335724 0.71016652],[0.67015099 0.75167359 0.6303247 ],[0.71625026 0.81653272 0.66559534],[0.65653884 0.72744693 0.62085475],[0.7101561  0.79667047 0.66082965]
21,5000,112004,[0.70958381 0.80348453 0.65375092],[0.77220084 0.87327307 0.70565483],[0.6777703  0.74501443 0.62401792],[0.73137893 0.81371876 0.65882718],[0.65518579 0.71465938 0.60449249],[0.71156391 0.7891108  0.64743801]
22,5000,113004,[0.71973737 0.81407776 0.6648305 ],[0.77597335 0.88218574 0.71583188],[0.6569894  0.74556916 0.612857  ],[0.70721521 0.81088022 0.64779497],[0.66729966 0.72849608 0.6214346 ],[0.72151949 0.79822931 0.66027513]
23,5000,114004,[0.70458103 0.78057493 0.65303916],[0.76749395 0.85017474 0.71141605],[0.6636667  0.73272426 0.63277441],[0.71315569 0.80062112 0.67173463],[0.64618207 0.72853534 0.62017298],[0.69992942 0.79817914 0.66540757]
24,5000,115004,[0.691     0.8121492 0.6614488],[0.76060133 0.88032894 0.71385351],[0.66670292 0.73516748 0.63090152],[0.71756617 0.80072916 0.67216451],[0.67417718 0.73454188 0.60621415],[0.73104187 0.80725774 0.65177654]
25,5000,116004,[0.7705271  0.78659203 0.68029029],[0.8456806  0.85973952 0.73541719],[0.66455568 0.73191215 0.62488113],[0.71226828 0.7950226  0.66632864],[0.67283287 0.73543836 0.610244  ],[0.73066656 0.80243063 0.6490347 ]
26,5000,117004,[0.70185869 0.78922832 0.6667153 ],[0.76923025 0.85698557 0.71452668],[0.66397967 0.74086042 0.62208945],[0.71709775 0.80911235 0.65631272],[0.67334608 0.74708606 0.60699543],[0.73129023 0.8216488  0.65107117]
27,5000,118004,[0.74308885 0.80946584 0.6569734 ],[0.8049023  0.88232133 0.70361496],[0.66773297 0.73371966 0.62357124],[0.72227667 0.7993931  0.66338004],[0.64450657 0.71203573 0.63423743],[0.69997101 0.781285   0.6753273 ]
28,5000,119004,[0.77336386 0.80252473 0.65134923],[0.83710125 0.87712562 0.71041675],[0.66471761 0.74487344 0.61798023],[0.72290769 0.80756542 0.66231402],[0.67714028 0.74517646 0.61635825],[0.73311662 0.82048218 0.66274521]
29,5000,120004,[0.69342361 0.7778258  0.65944589],[0.7565311  0.84795438 0.70794057],[0.66657767 0.74894267 0.63085693],[0.71376751 0.81490581 0.66036215],[0.66316058 0.73686203 0.6063015 ],[0.72358068 0.80693754 0.64716146]
