,n,random_state,train_BA,train_auroc,val_BA,val_auroc,test_BA,test_auroc
0,10000,121005,[0.6884798  0.78875777 0.65778442],[0.7575608  0.86632093 0.70995934],[0.67920485 0.75283097 0.61318268],[0.74179582 0.81977391 0.65934749],[0.6588829  0.73591105 0.61917234],[0.71735569 0.80169808 0.66347902]
1,10000,122005,[0.73454511 0.79310841 0.65721728],[0.8055609  0.86633285 0.71053191],[0.6866885  0.73892571 0.63504884],[0.7430405  0.80650267 0.67249862],[0.65733931 0.74256957 0.62332788],[0.71744483 0.81256235 0.66577985]
2,10000,123005,[0.69171604 0.79506197 0.64190562],[0.76137324 0.86705849 0.6961761 ],[0.66419744 0.73441274 0.63091396],[0.71960275 0.79769937 0.67335262],[0.67943635 0.75271931 0.62158596],[0.74036905 0.83260847 0.66917187]
3,10000,124005,[0.74533293 0.78759254 0.65130724],[0.81105891 0.86211439 0.70072865],[0.67498914 0.76043344 0.61822472],[0.7386608  0.82697298 0.66209418],[0.6595826  0.7332366  0.60700569],[0.72593757 0.8026551  0.64553988]
4,10000,125005,[0.73419672 0.78825887 0.64490689],[0.80818891 0.86004253 0.69427375],[0.69601702 0.7460777  0.62817238],[0.75718069 0.8124633  0.66212973],[0.67517061 0.75229989 0.61533501],[0.728254   0.8195653  0.65597005]
5,10000,126005,[0.74627069 0.78838269 0.64951958],[0.81766751 0.85743012 0.70562732],[0.67714645 0.74915482 0.61544046],[0.73258495 0.81759378 0.66000375],[0.66303225 0.73089354 0.61801357],[0.72698537 0.80584856 0.66740634]
6,10000,127005,[0.75070192 0.78863636 0.66654812],[0.82100801 0.86463333 0.71564797],[0.67622755 0.74845867 0.61792089],[0.73760497 0.82004415 0.65988916],[0.65377472 0.75095499 0.62602039],[0.71387587 0.8232129  0.66561127]
7,10000,128005,[0.73749493 0.79423879 0.64010149],[0.80636643 0.86949132 0.69215462],[0.67361469 0.7379199  0.63337133],[0.73473604 0.80594258 0.67671123],[0.68255588 0.75891498 0.63135041],[0.74132039 0.83099963 0.67469076]
8,10000,129005,[0.7343078  0.7910159  0.65037864],[0.80427611 0.86588759 0.70313434],[0.6729037  0.74446652 0.62193361],[0.72536901 0.81321856 0.65701172],[0.65661038 0.72947385 0.62534366],[0.71068983 0.7960236  0.66250307]
9,10000,130005,[0.74361286 0.78994811 0.66915183],[0.81198163 0.86012626 0.73214396],[0.66626137 0.75548441 0.62555676],[0.72075462 0.81992959 0.666024  ],[0.65835355 0.737203   0.61434245],[0.7188075  0.80877535 0.66433292]
10,10000,131005,[0.74398816 0.79791432 0.6488299 ],[0.81540967 0.86758237 0.70367312],[0.67112229 0.74239164 0.62471343],[0.72672691 0.80853655 0.66621243],[0.66663681 0.72547486 0.61930745],[0.7248536  0.79620153 0.66559511]
11,10000,132005,[0.75649225 0.78935047 0.66422476],[0.82755644 0.86358061 0.71945594],[0.67787532 0.74782865 0.62248922],[0.73417864 0.82026882 0.66966663],[0.6452887  0.72655469 0.60977705],[0.71230836 0.79833721 0.65453582]
12,10000,133005,[0.7091165  0.7901115  0.65171719],[0.77443581 0.86247084 0.7078015 ],[0.6657661  0.73266978 0.62839398],[0.72075713 0.80236698 0.66954604],[0.67346614 0.7510169  0.61891659],[0.73656367 0.82149183 0.66047461]
13,10000,134005,[0.75141606 0.7816087  0.65686778],[0.82054071 0.85779513 0.7051132 ],[0.66047263 0.72711089 0.62567937],[0.71827924 0.79674392 0.67041119],[0.67802193 0.74971089 0.61865325],[0.73536269 0.82314774 0.66474378]
14,10000,135005,[0.69336847 0.79135813 0.64594262],[0.7580963  0.86299029 0.70281443],[0.67298696 0.73642181 0.62253358],[0.73339054 0.80458048 0.66384748],[0.66237644 0.72815011 0.61849003],[0.72068073 0.79680846 0.66562679]
15,10000,136005,[0.69522222 0.7951035  0.65552603],[0.76076167 0.86777167 0.7053144 ],[0.66198493 0.74462822 0.61852871],[0.71724734 0.81044829 0.65454306],[0.67712974 0.7455831  0.625123  ],[0.73297557 0.80886723 0.66893787]
16,10000,137005,[0.74668799 0.78568367 0.6521899 ],[0.81855898 0.85840826 0.70722217],[0.67903752 0.75192582 0.61603949],[0.73598633 0.81934327 0.65041834],[0.68258843 0.73332497 0.62906246],[0.73133078 0.7999229  0.67339395]
17,10000,138005,[0.69975103 0.8012152  0.65098515],[0.7571244  0.86958427 0.70267893],[0.67422943 0.74662868 0.61600622],[0.73567493 0.81621788 0.65774314],[0.67535211 0.73012564 0.60779542],[0.73240903 0.80522999 0.65641594]
18,10000,139005,[0.70200456 0.79344315 0.64136009],[0.76336141 0.86436331 0.69766476],[0.68199459 0.74132563 0.62698745],[0.74370194 0.81358986 0.66599228],[0.66214026 0.74214042 0.61128995],[0.72047525 0.8099878  0.66096967]
19,10000,140005,[0.69546585 0.79414479 0.64515496],[0.76121844 0.86566315 0.69862276],[0.67547287 0.75148492 0.62431403],[0.7284307  0.82045335 0.65990372],[0.65928262 0.73779748 0.63090037],[0.72642152 0.80623158 0.67748968]
20,10000,141005,[0.72393273 0.79455492 0.65988047],[0.78420247 0.86902797 0.71205497],[0.67691561 0.73701957 0.62736934],[0.72701791 0.81045591 0.6703804 ],[0.67498174 0.74243795 0.63727801],[0.73663404 0.80726613 0.67733199]
21,10000,142005,[0.70746997 0.79707686 0.65471699],[0.77553997 0.86781839 0.70898586],[0.66781413 0.7279628  0.62446634],[0.72042626 0.79639409 0.66254532],[0.67463025 0.72797454 0.62256392],[0.72956143 0.80908516 0.66575559]
22,10000,143005,[0.70014487 0.79249423 0.64745787],[0.76765256 0.86900114 0.70745786],[0.67892235 0.74010861 0.64202856],[0.73664558 0.80766142 0.68247551],[0.66319131 0.74217964 0.61389916],[0.71332455 0.81418446 0.65856069]
23,10000,144005,[0.68897049 0.77403473 0.66955451],[0.75485145 0.83871068 0.73258844],[0.68679175 0.74994752 0.62020136],[0.7465056  0.81322012 0.66251629],[0.65336889 0.74306586 0.60329355],[0.71944722 0.81390239 0.64919186]
24,10000,145005,[0.73180977 0.7928081  0.65109463],[0.79835798 0.86346978 0.70185565],[0.66804329 0.74610176 0.63805632],[0.72000068 0.81401253 0.67957594],[0.66968575 0.72868669 0.62570357],[0.72693799 0.80715173 0.66552261]
25,10000,146005,[0.69418729 0.79540951 0.64465373],[0.76384872 0.87208157 0.69871691],[0.66997958 0.73717685 0.62412581],[0.72686026 0.80140474 0.66136544],[0.66284005 0.73848662 0.62854463],[0.72130545 0.80965953 0.67657029]
26,10000,147005,[0.7400609  0.78776004 0.64443037],[0.80704013 0.86080783 0.69299255],[0.66808434 0.7449914  0.63292265],[0.72134741 0.81022632 0.67633652],[0.68580703 0.74583121 0.62634046],[0.74538594 0.81634438 0.67100893]
27,10000,148005,[0.72213141 0.79082069 0.672929  ],[0.79141773 0.86351568 0.73455763],[0.67414171 0.74382024 0.60711758],[0.73002981 0.8120502  0.65303895],[0.6704507  0.73786386 0.60175732],[0.73173277 0.8068226  0.64481551]
28,10000,149005,[0.73713837 0.7874728  0.65045446],[0.802096   0.85927565 0.70387421],[0.68769677 0.73544026 0.62382607],[0.73761511 0.80812122 0.66751569],[0.65917036 0.72615565 0.61646066],[0.72474942 0.79938202 0.66445861]
29,10000,150005,[0.69448608 0.78445967 0.64730045],[0.76135135 0.85705135 0.70384801],[0.66393448 0.74982207 0.61230984],[0.72314353 0.81977852 0.65471015],[0.66997081 0.73730277 0.63426122],[0.73081206 0.80631414 0.67211465]
