,n,random_state,train_BA,train_auroc,val_BA,val_auroc,test_BA,test_auroc
0,10000,91004,[0.71122222 0.79861962 0.649032  ],[0.77899389 0.87032496 0.70588902],[0.67400102 0.75448987 0.60600873],[0.7308003  0.81910477 0.64776187],[0.67162847 0.74323879 0.64001186],[0.72692377 0.81507293 0.68361349]
1,10000,92004,[0.74611351 0.75468123 0.64369668],[0.81452175 0.82794064 0.69823678],[0.6810476  0.75904233 0.633371  ],[0.73060647 0.82438503 0.67409622],[0.66142077 0.74175029 0.62670443],[0.72631982 0.81136428 0.66965262]
2,10000,93004,[0.70611087 0.76257128 0.64488925],[0.77395857 0.83536138 0.69589724],[0.66630627 0.74163219 0.62616884],[0.72379757 0.80651008 0.66053721],[0.67289994 0.75050366 0.61799915],[0.73584434 0.82109832 0.66826717]
3,10000,94004,[0.74334594 0.79609718 0.64728705],[0.81155438 0.86727602 0.70152815],[0.68414405 0.75085798 0.62488293],[0.73879346 0.81932695 0.66329646],[0.66395544 0.72376855 0.61190997],[0.71865185 0.79971497 0.65440426]
4,10000,95004,[0.70320071 0.78958818 0.65087656],[0.77243983 0.86284828 0.70386479],[0.66649319 0.74217056 0.63384787],[0.72154549 0.81257151 0.67341657],[0.6530106  0.7498264  0.62779487],[0.71171025 0.81562534 0.67303043]
5,10000,96004,[0.69444628 0.79779615 0.65336532],[0.76198935 0.86497665 0.70401672],[0.68138477 0.75868409 0.63640573],[0.73486358 0.8297935  0.67716911],[0.66793739 0.7482386  0.61757042],[0.71831459 0.81642557 0.66095569]
6,10000,97004,[0.71516494 0.75848458 0.65170118],[0.78138192 0.83423127 0.70622492],[0.67249235 0.74880381 0.62098357],[0.73221342 0.82055678 0.65532875],[0.67452803 0.75464272 0.61534648],[0.73639451 0.81776764 0.65037189]
7,10000,98004,[0.71339718 0.79868819 0.65935033],[0.78300101 0.87044235 0.71096159],[0.67144178 0.74710602 0.62402151],[0.72712816 0.81866022 0.65907181],[0.65432859 0.73253888 0.61597533],[0.711761   0.8066033  0.66764479]
8,10000,99004,[0.69967071 0.79004379 0.65390195],[0.76572046 0.86592783 0.70439551],[0.66610412 0.74453155 0.61108418],[0.71515458 0.81501174 0.65198539],[0.65941344 0.73119086 0.61290596],[0.71948268 0.7985556  0.66200387]
9,10000,100004,[0.69896414 0.79153188 0.64805907],[0.76515741 0.86265041 0.70040328],[0.68252123 0.73846694 0.61873748],[0.73607579 0.80330331 0.65378407],[0.67637143 0.72750208 0.63475289],[0.73820561 0.80391524 0.67974785]
10,10000,101004,[0.70655777 0.78819056 0.6470674 ],[0.76670002 0.86192432 0.70179089],[0.67743932 0.73876598 0.6240099 ],[0.73687559 0.80540059 0.66381583],[0.66678012 0.74971393 0.62703544],[0.72221093 0.81762619 0.67099809]
11,10000,102004,[0.69078598 0.79870781 0.64935482],[0.75124211 0.87263981 0.70710517],[0.66211574 0.72956192 0.62492659],[0.70775287 0.7945359  0.66751098],[0.65183849 0.74278183 0.60984392],[0.70342316 0.81253895 0.65091775]
12,10000,103004,[0.68857688 0.79828625 0.65316806],[0.75532895 0.86891363 0.70411073],[0.68232757 0.74896931 0.62542236],[0.73574137 0.81709061 0.66264217],[0.67362332 0.7535627  0.62060662],[0.73137647 0.81103004 0.66091219]
13,10000,104004,[0.70161629 0.78671261 0.66764044],[0.76904592 0.861715   0.72879582],[0.66738495 0.73047563 0.60773793],[0.72269586 0.80077875 0.64525019],[0.66654469 0.75333929 0.62000281],[0.7136062  0.81766005 0.66500055]
14,10000,105004,[0.71068649 0.79462928 0.65317748],[0.77823948 0.86690681 0.70981928],[0.6631382  0.73642223 0.62513203],[0.71859145 0.80456278 0.66870117],[0.67683546 0.73171854 0.63087793],[0.73309006 0.8049681  0.67165361]
15,10000,106004,[0.74813703 0.79957627 0.64776561],[0.82100769 0.87076521 0.70462535],[0.67219925 0.74257023 0.62321254],[0.72997526 0.80863751 0.6643123 ],[0.66938611 0.73361478 0.60359703],[0.73074056 0.80559342 0.64971772]
16,10000,107004,[0.71148163 0.79489469 0.65234638],[0.78376603 0.86965421 0.70876441],[0.66359988 0.75299635 0.62704152],[0.71427785 0.81408556 0.66878713],[0.66113545 0.72930609 0.62686766],[0.71545964 0.80434945 0.67042235]
17,10000,108004,[0.71917791 0.79507264 0.65258097],[0.78214703 0.8664474  0.70617791],[0.67497828 0.76833999 0.61428216],[0.72495244 0.8292742  0.65818239],[0.64890662 0.72642787 0.62532176],[0.70350042 0.79833398 0.67093206]
18,10000,109004,[0.69852735 0.77533632 0.65217105],[0.76403839 0.84538498 0.70668183],[0.67961637 0.74387824 0.63307989],[0.73964914 0.81473174 0.66794209],[0.65962779 0.70995438 0.6303685 ],[0.70930478 0.78319518 0.66804424]
19,10000,110004,[0.69754596 0.79487043 0.65063766],[0.75872789 0.86765856 0.70372334],[0.67485181 0.74658941 0.61225442],[0.72814192 0.81698671 0.65032701],[0.65091953 0.73819481 0.62532008],[0.70949152 0.80815765 0.67435536]
20,10000,111004,[0.70140809 0.78867543 0.6476586 ],[0.76557361 0.86186951 0.69584515],[0.67761479 0.75607034 0.63667601],[0.72858192 0.8234305  0.67475535],[0.65628255 0.73276236 0.62885385],[0.71800398 0.80492802 0.67023699]
21,10000,112004,[0.70429886 0.79372164 0.65381694],[0.76743577 0.86732169 0.70299381],[0.67956963 0.75993207 0.62683316],[0.7375498  0.82522004 0.66460923],[0.65820398 0.72791451 0.61554589],[0.7149164  0.79934368 0.65680192]
22,10000,113004,[0.75250403 0.79429977 0.64723366],[0.82705247 0.86865462 0.70207713],[0.66563154 0.75446535 0.62045253],[0.71491155 0.81885068 0.66089141],[0.67503795 0.73911087 0.62553435],[0.72479131 0.80234334 0.6675359 ]
23,10000,114004,[0.70400184 0.79683278 0.64089038],[0.76774312 0.86618665 0.69377166],[0.67060116 0.74003766 0.63754622],[0.72211194 0.81038962 0.6771181 ],[0.65934    0.73476536 0.63040049],[0.71322588 0.80383795 0.66940188]
