,epoch,train_loss,train_BA,train_auroc,val_loss,val_BA,val_auroc,test_loss,test_BA,test_auroc
0,1,0.7905915081501007,[0.68954248],[0.65577342],0.8629933167248964,[0.64242424],[0.55606061],0.8607223052531481,[0.47651515],[0.5530303]
1,2,0.6223752498626709,[0.69281046],[0.67320261],0.8187818555161357,[0.64242424],[0.5530303],0.8227371335960925,[0.57651515],[0.53333333]
2,3,0.6088164895772934,[0.7124183],[0.67973856],0.929399406304583,[0.5969697],[0.53484848],0.9334814480971545,[0.56439394],[0.52272727]
3,4,0.6572979390621185,[0.74183007],[0.67538126],1.0618372837780043,[0.58560606],[0.53636364],1.0643859554547817,[0.51893939],[0.51212121]
4,5,0.6753955781459808,[0.72222222],[0.68409586],1.104982206306886,[0.59621212],[0.5530303],1.1092035067267716,[0.50681818],[0.50606061]
5,6,0.6473210752010345,[0.68954248],[0.70152505],1.0489622773602605,[0.61818182],[0.56818182],1.0578798544593155,[0.51818182],[0.51515152]
6,7,0.6034408062696457,[0.68300654],[0.7211329],0.9463989434298128,[0.60833333],[0.57727273],0.9592810409376398,[0.56363636],[0.52121212]
7,8,0.5804634690284729,[0.73202614],[0.75599129],0.8493980919010937,[0.61893939],[0.58333333],0.8627719962969422,[0.56363636],[0.54545455]
8,9,0.5960713028907776,[0.74509804],[0.77777778],0.806783243548125,[0.61893939],[0.58787879],0.8177465172484517,[0.60833333],[0.56818182]
9,10,0.6020928919315338,[0.74509804],[0.79302832],0.8011984010227025,[0.61969697],[0.59090909],0.8120424845255911,[0.60909091],[0.57424242]
10,11,0.5866396725177765,[0.74509804],[0.79302832],0.8067833248060197,[0.61893939],[0.58333333],0.8204570889938623,[0.60833333],[0.56212121]
11,12,0.5706233084201813,[0.73856209],[0.79302832],0.8264565526042134,[0.61893939],[0.58181818],0.8447793812956661,[0.5969697],[0.5530303]
12,13,0.5649211704730988,[0.73856209],[0.79084967],0.853465155698359,[0.60757576],[0.58333333],0.8762553308624774,[0.5969697],[0.53939394]
13,14,0.565216675400734,[0.73856209],[0.78649237],0.881362754618749,[0.59848485],[0.57575758],0.9085391404805705,[0.48787879],[0.52878788]
14,15,0.5668379217386246,[0.73856209],[0.79520697],0.9023930273251608,[0.6],[0.57727273],0.9333851010305807,[0.5219697],[0.52575758]
15,16,0.5631418526172638,[0.74509804],[0.80827887],0.9009264665655792,[0.6],[0.57727273],0.9337974332738668,[0.5219697],[0.52727273]
16,17,0.5525303035974503,[0.73856209],[0.81481481],0.8674905872903764,[0.62045455],[0.57878788],0.8994439117377624,[0.54318182],[0.55]
17,18,0.5466869920492172,[0.77777778],[0.82352941],0.8337161280214787,[0.62045455],[0.58181818],0.8635587925091386,[0.50984848],[0.56515152]
18,19,0.5447166562080383,[0.7875817],[0.83006536],0.8174095973372459,[0.62121212],[0.59090909],0.8465120147448033,[0.53257576],[0.57424242]
19,20,0.5407097637653351,[0.7875817],[0.84313725],0.8146870085038245,[0.63257576],[0.5969697],0.8451286028139293,[0.49924242],[0.57878788]
20,21,0.5346476137638092,[0.79738562],[0.8540305],0.8215440004132688,[0.63257576],[0.59242424],0.8552003728691489,[0.49924242],[0.57272727]
21,22,0.5295005738735199,[0.80392157],[0.8671024],0.8238812929484993,[0.64393939],[0.59242424],0.8600229192525148,[0.51060606],[0.57727273]
22,23,0.5245050638914108,[0.82352941],[0.87145969],0.8321100731845945,[0.64393939],[0.6],0.8716272530145943,[0.51060606],[0.58333333]
23,24,0.519796758890152,[0.83333333],[0.87363834],0.829972863662988,[0.64393939],[0.6],0.8709637720603496,[0.5219697],[0.58939394]
24,25,0.5155478715896606,[0.83333333],[0.87145969],0.834393427008763,[0.64393939],[0.61212121],0.8776096167275682,[0.5219697],[0.59545455]
25,26,0.5112646222114563,[0.83333333],[0.87581699],0.8351948375348002,[0.65454545],[0.61818182],0.8802276990609244,[0.53257576],[0.60151515]
26,27,0.5065804272890091,[0.83333333],[0.88017429],0.8282514177262783,[0.65454545],[0.63181818],0.8738446038914844,[0.55530303],[0.60454545]
27,28,0.5021937489509583,[0.83333333],[0.88453159],0.8180834606755525,[0.66590909],[0.6469697],0.8629592043580487,[0.55530303],[0.60909091]
28,29,0.49842052161693573,[0.83333333],[0.88671024],0.8103220325428993,[0.67727273],[0.65],0.8548869541846216,[0.55530303],[0.61212121]
29,30,0.4957384914159775,[0.81372549],[0.88235294],0.7982184370048344,[0.67727273],[0.66212121],0.8408369958633557,[0.55530303],[0.61969697]
30,31,0.49103187024593353,[0.82352941],[0.88671024],0.8062568368623033,[0.67727273],[0.66363636],0.850781535031274,[0.55530303],[0.61666667]
31,32,0.4876929372549057,[0.84313725],[0.89324619],0.8233474793378264,[0.67727273],[0.66363636],0.8703179353615269,[0.55530303],[0.61818182]
32,33,0.4842678904533386,[0.84313725],[0.89978214],0.8236071078572422,[0.68636364],[0.66515152],0.8702978814253584,[0.59848485],[0.62121212]
33,34,0.4805464744567871,[0.84313725],[0.90196078],0.8175151179311797,[0.68636364],[0.66515152],0.863264070940204,[0.59848485],[0.61818182]
34,35,0.47710904479026794,[0.83333333],[0.90413943],0.8131909924559295,[0.68636364],[0.66363636],0.8583486235002056,[0.59848485],[0.62727273]
35,36,0.47403571009635925,[0.83006536],[0.90849673],0.8022520826198161,[0.6969697],[0.66969697],0.8456122637726367,[0.56439394],[0.63181818]
36,37,0.4711708277463913,[0.83986928],[0.91285403],0.798399451887235,[0.69772727],[0.67121212],0.8408471380826086,[0.57651515],[0.63787879]
37,38,0.46782830357551575,[0.83986928],[0.91938998],0.8034225086448714,[0.69772727],[0.67272727],0.846554051968269,[0.57651515],[0.63484848]
38,39,0.4649200737476349,[0.8496732],[0.92156863],0.8016599774127826,[0.70833333],[0.67575758],0.8442432095762342,[0.57575758],[0.63787879]
39,40,0.4619249254465103,[0.8496732],[0.92374728],0.8079128878889605,[0.70833333],[0.66969697],0.8508830657228827,[0.58712121],[0.63939394]
40,41,0.45954811573028564,[0.85294118],[0.92592593],0.8175665214657784,[0.70833333],[0.67121212],0.8614204429322854,[0.55378788],[0.64090909]
41,42,0.456572562456131,[0.85947712],[0.93246187],0.8106843496207148,[0.70833333],[0.67272727],0.853643718524836,[0.55378788],[0.64090909]
42,43,0.4540592283010483,[0.85947712],[0.93464052],0.811623941292055,[0.73106061],[0.67272727],0.8546825434314087,[0.55378788],[0.64393939]
43,44,0.45159873366355896,[0.86928105],[0.94117647],0.811466958024539,[0.73106061],[0.67424242],0.8541891438653693,[0.55378788],[0.64545455]
44,45,0.4491324722766876,[0.86928105],[0.94335512],0.8063599024899304,[0.73106061],[0.67575758],0.8486447198083624,[0.55378788],[0.64848485]
45,46,0.4470118433237076,[0.86928105],[0.94335512],0.7983078227844089,[0.73106061],[0.67575758],0.839577640988864,[0.55378788],[0.65]
46,47,0.44466227293014526,[0.87254902],[0.94989107],0.8007757156156003,[0.73106061],[0.67878788],0.842281072284095,[0.55378788],[0.6469697]
47,48,0.44241736829280853,[0.87908497],[0.95206972],0.8051020674174652,[0.73106061],[0.67878788],0.847281227237545,[0.55378788],[0.64242424]
48,49,0.44094012677669525,[0.87908497],[0.95206972],0.8190661600092426,[0.73106061],[0.67727273],0.862660025828518,[0.55378788],[0.64090909]
49,50,0.4382658451795578,[0.88562092],[0.95642702],0.8026413354091346,[0.73106061],[0.68181818],0.8449782887473702,[0.55378788],[0.64393939]
50,51,0.43625298142433167,[0.88562092],[0.95642702],0.804850424057804,[0.73106061],[0.68030303],0.847430364578031,[0.55378788],[0.6469697]
51,52,0.43451105058193207,[0.88562092],[0.95642702],0.8121799018699676,[0.73106061],[0.67878788],0.8556286463863216,[0.55378788],[0.6469697]
52,53,0.43318842351436615,[0.88562092],[0.95642702],0.8201346431160346,[0.71969697],[0.67727273],0.8645270206034184,[0.54242424],[0.64393939]
53,54,0.4306239038705826,[0.89542484],[0.95860566],0.8033055819105357,[0.73106061],[0.68333333],0.8467443590052426,[0.55378788],[0.64848485]
54,55,0.4291076511144638,[0.89542484],[0.95860566],0.7953956354176626,[0.73106061],[0.68636364],0.8389022675110027,[0.55378788],[0.65151515]
55,56,0.42781615257263184,[0.89542484],[0.95860566],0.790029524709098,[0.73106061],[0.68636364],0.8334191744215786,[0.55378788],[0.6469697]
56,57,0.42595209181308746,[0.89542484],[0.95860566],0.7912865867838264,[0.73106061],[0.68636364],0.8350637218682095,[0.54242424],[0.6469697]
57,58,0.4242480844259262,[0.89542484],[0.95860566],0.7912814270239323,[0.73106061],[0.68636364],0.8356711271917447,[0.54242424],[0.6469697]
58,59,0.42210040986537933,[0.91503268],[0.96296296],0.8083237553946674,[0.71969697],[0.68181818],0.8546283834730275,[0.54242424],[0.64848485]
59,60,0.42123396694660187,[0.91503268],[0.96732026],0.8204482535365969,[0.71969697],[0.68030303],0.8681657731649466,[0.54242424],[0.64848485]
60,61,0.4195493459701538,[0.9248366],[0.96949891],0.8189919095020741,[0.71969697],[0.68484848],0.8668422090704553,[0.54242424],[0.65]
61,62,0.41757890582084656,[0.9248366],[0.96949891],0.8123006648384035,[0.71969697],[0.68333333],0.8598282563616522,[0.54242424],[0.65]
