,epoch,train_loss,train_BA,train_auroc,val_loss,val_BA,val_auroc,test_loss,test_BA,test_auroc
0,1,1.1245030164718628,[0.50153374],[0.38360987],1.1084870100021362,[0.625],[0.55319149],1.1071996688842773,[0.4893617],[0.4858156]
1,2,1.0088120698928833,[0.50153374],[0.38552705],0.9911338686943054,[0.6143617],[0.54787234],0.9891811609268188,[0.4893617],[0.49113475]
2,3,0.8834980726242065,[0.50153374],[0.39040714],0.86234050989151,[0.60195035],[0.54787234],0.8602796792984009,[0.56028369],[0.49468085]
3,4,0.7896813750267029,[0.50153374],[0.40170106],0.7626960873603821,[0.62322695],[0.56205674],0.7612610459327698,[0.51861702],[0.53546099]
4,5,0.7583094835281372,[0.50153374],[0.41965282],0.7233806252479553,[0.64007092],[0.56028369],0.7226942777633667,[0.54875887],[0.56914894]
5,6,0.7818700075149536,[0.50460123],[0.44537786],0.7401086091995239,[0.68351064],[0.61702128],0.7392938137054443,[0.49734043],[0.58510638]
6,7,0.8116333484649658,[0.51226994],[0.46813999],0.7662085890769958,[0.65425532],[0.63297872],0.7644463777542114,[0.50886525],[0.59751773]
7,8,0.8259187340736389,[0.52440045],[0.48699805],0.7796249389648438,[0.67464539],[0.63297872],0.7765202522277832,[0.58156028],[0.63652482]
8,9,0.8204680681228638,[0.55110151],[0.50519381],0.7756759524345398,[0.69592199],[0.63475177],0.7710877060890198,[0.59219858],[0.64716312]
9,10,0.7984511256217957,[0.54848717],[0.52192554],0.7571536302566528,[0.69592199],[0.64716312],0.7511756420135498,[0.59219858],[0.66312057]
10,11,0.7681325674057007,[0.55504044],[0.54064417],0.7320176362991333,[0.69592199],[0.65602837],0.7250121235847473,[0.60283688],[0.69326241]
11,12,0.743797779083252,[0.57497909],[0.56263943],0.714407205581665,[0.71719858],[0.68439716],0.7069839239120483,[0.69680851],[0.71276596]
12,13,0.7440095543861389,[0.59174568],[0.58714445],0.7217527627944946,[0.70656028],[0.70212766],0.7144932150840759,[0.65514184],[0.70744681]
13,14,0.7610397934913635,[0.61611127],[0.60858199],0.7443934679031372,[0.69592199],[0.70567376],0.7373513579368591,[0.65514184],[0.70567376]
14,15,0.7704260349273682,[0.63622421],[0.62608059],0.7570492029190063,[0.69237589],[0.71453901],0.7497626543045044,[0.67109929],[0.71808511]
15,16,0.7632055282592773,[0.62855549],[0.63838539],0.7508772611618042,[0.68262411],[0.69858156],0.7425640821456909,[0.64007092],[0.7287234]
16,17,0.7453395128250122,[0.62078221],[0.64577524],0.7321985960006714,[0.69326241],[0.68971631],0.721936821937561,[0.59840426],[0.7287234]
17,18,0.7301234602928162,[0.6155884],[0.64640268],0.714974582195282,[0.67198582],[0.67021277],0.7018765211105347,[0.59840426],[0.7251773]
18,19,0.7282044887542725,[0.61820273],[0.64723926],0.7115753889083862,[0.64450355],[0.64007092],0.6954427361488342,[0.58156028],[0.71808511]
19,20,0.7335745096206665,[0.61889989],[0.64772727],0.7167634963989258,[0.64450355],[0.61524823],0.6979023814201355,[0.62322695],[0.72340426]
20,21,0.7373446226119995,[0.62423313],[0.65082962],0.7216549515724182,[0.64450355],[0.60460993],0.7007118463516235,[0.62322695],[0.7251773]
