,epoch,train_loss,train_BA,train_auroc,val_loss,val_BA,val_auroc,test_loss,test_BA,test_auroc
0,1,1.1242252588272095,[0.50483817],[0.39932525],1.121728539466858,[0.54078014],[0.43617021],1.1041985750198364,[0.5],[0.50177305]
1,2,1.0034129619598389,[0.503003],[0.40236533],1.0030913352966309,[0.54343972],[0.44326241],0.9855117201805115,[0.50177305],[0.51950355]
2,3,0.8702393174171448,[0.50333667],[0.41066993],0.874336838722229,[0.53280142],[0.43085106],0.8569449186325073,[0.47074468],[0.54609929]
3,4,0.7656905055046082,[0.50617284],[0.42590739],0.7774845361709595,[0.53280142],[0.40780142],0.7602243423461914,[0.37588652],[0.55496454]
4,5,0.7210223078727722,[0.51234568],[0.45293442],0.7442800998687744,[0.53280142],[0.38652482],0.7262172102928162,[0.45921986],[0.57092199]
5,6,0.7360849380493164,[0.52002002],[0.48763578],0.7716755867004395,[0.56382979],[0.36347518],0.7514870166778564,[0.49024823],[0.57624113]
6,7,0.7645947933197021,[0.54721388],[0.51581211],0.808823823928833,[0.57446809],[0.36702128],0.7865882515907288,[0.48049645],[0.57269504]
7,8,0.7810543775558472,[0.5657324],[0.5371668],0.8300845623016357,[0.58510638],[0.39184397],0.8067798018455505,[0.46985816],[0.56914894]
8,9,0.779447615146637,[0.58441775],[0.55800245],0.8298009634017944,[0.57446809],[0.40602837],0.8067784309387207,[0.54255319],[0.57269504]
9,10,0.7615842223167419,[0.59926593],[0.57724391],0.8101839423179626,[0.56560284],[0.42730496],0.788817822933197,[0.48138298],[0.56737589]
10,11,0.7339388728141785,[0.60176844],[0.5965966],0.7780634164810181,[0.58687943],[0.44858156],0.7595310211181641,[0.50265957],[0.57624113]
11,12,0.7079633474349976,[0.60560561],[0.61576391],0.7452079653739929,[0.59751773],[0.46808511],0.7303210496902466,[0.50265957],[0.59751773]
12,13,0.7006304860115051,[0.60610611],[0.63292923],0.7300469279289246,[0.61879433],[0.50886525],0.7187190055847168,[0.55585106],[0.61702128]
13,14,0.7139449119567871,[0.62379046],[0.64297631],0.7371755242347717,[0.66134752],[0.55673759],0.7284297347068787,[0.58776596],[0.61524823]
14,15,0.7259456515312195,[0.62078745],[0.65161458],0.7465012669563293,[0.69326241],[0.57801418],0.7393534183502197,[0.63031915],[0.60815603]
15,16,0.7240432500839233,[0.63313313],[0.65954844],0.7449942827224731,[0.70390071],[0.58865248],0.7389049530029297,[0.56826241],[0.61347518]
16,17,0.7101036906242371,[0.6379713],[0.66644422],0.7341216802597046,[0.68262411],[0.59219858],0.7286611795425415,[0.59929078],[0.60106383]
17,18,0.6944897770881653,[0.63329997],[0.67259852],0.7237854599952698,[0.67198582],[0.60283688],0.7184077501296997,[0.4929078],[0.59929078]
18,19,0.6887114644050598,[0.63913914],[0.67397027],0.7236324548721313,[0.65070922],[0.59751773],0.7179996371269226,[0.51329787],[0.59574468]
19,20,0.6916598677635193,[0.62862863],[0.67334001],0.7310302257537842,[0.63031915],[0.60460993],0.7253115177154541,[0.54609929],[0.58333333]
20,21,0.6963663697242737,[0.6374708],[0.67319171],0.7383202314376831,[0.63031915],[0.60815603],0.7330840229988098,[0.54609929],[0.57446809]
21,22,0.6976336240768433,[0.63513514],[0.67537908],0.7402096390724182,[0.63120567],[0.62056738],0.7361307144165039,[0.55762411],[0.56914894]
22,23,0.6943998336791992,[0.6379713],[0.67804842],0.7359211444854736,[0.64184397],[0.62943262],0.733518123626709,[0.53723404],[0.56560284]
23,24,0.6888291835784912,[0.63947281],[0.68112557],0.7281346321105957,[0.64184397],[0.63297872],0.7276299595832825,[0.53723404],[0.56205674]
24,25,0.6840459108352661,[0.63830497],[0.68342416],0.7205730676651001,[0.65159574],[0.64007092],0.7218959927558899,[0.50443262],[0.57092199]
25,26,0.6820057034492493,[0.64164164],[0.68605643],0.7157459259033203,[0.66312057],[0.64893617],0.7186315655708313,[0.54787234],[0.57092199]
26,27,0.6826086640357971,[0.64297631],[0.68861454],0.713992178440094,[0.67375887],[0.65070922],0.7181084156036377,[0.54787234],[0.56737589]
27,28,0.6842365264892578,[0.64781448],[0.69098728],0.7139963507652283,[0.68439716],[0.65248227],0.7190468311309814,[0.50620567],[0.57092199]
28,29,0.6850564479827881,[0.64781448],[0.69235903],0.7140783071517944,[0.68439716],[0.65425532],0.7198558449745178,[0.50620567],[0.57624113]
29,30,0.6841700673103333,[0.64931598],[0.69361955],0.713333785533905,[0.68439716],[0.65602837],0.7197175621986389,[0.4751773],[0.57624113]
30,31,0.6819307208061218,[0.65281949],[0.69384199],0.7119675874710083,[0.68439716],[0.66134752],0.7188898324966431,[0.51684397],[0.57446809]
31,32,0.6794045567512512,[0.64831498],[0.69384199],0.7108067274093628,[0.68439716],[0.66312057],0.7182229161262512,[0.51684397],[0.56028369]
32,33,0.6775601506233215,[0.64948282],[0.69410151],0.7105537056922913,[0.67375887],[0.67198582],0.7184312343597412,[0.50620567],[0.56205674]
