,epoch,train_loss,train_BA,train_auroc,val_loss,val_BA,val_auroc,test_loss,test_BA,test_auroc
0,1,0.8628314137458801,[0.54968944],[0.45341615],0.8265209291130304,[0.66312057],[0.63829787],0.8235586676746607,[0.53812057],[0.57978723]
1,2,0.780865490436554,[0.58074534],[0.56677019],0.7235943991690874,[0.68173759],[0.62234043],0.716518834233284,[0.57624113],[0.66489362]
2,3,0.818934440612793,[0.68012422],[0.63664596],0.7466761351097375,[0.6320922],[0.58510638],0.7323097938206047,[0.65248227],[0.72695035]
3,4,0.8244454264640808,[0.70186335],[0.67391304],0.7560425861738622,[0.61170213],[0.57269504],0.7360921371728182,[0.72695035],[0.78368794]
4,5,0.7805297076702118,[0.7484472],[0.71118012],0.7296823819633573,[0.63120567],[0.60638298],0.7062046793289483,[0.66223404],[0.78546099]
5,6,0.7441097497940063,[0.77018634],[0.74378882],0.717934682033956,[0.68173759],[0.64539007],0.69196467846632,[0.71276596],[0.79964539]
6,7,0.7523002624511719,[0.75931677],[0.77173913],0.7475848160684109,[0.70390071],[0.65602837],0.718956433236599,[0.65070922],[0.79255319]
7,8,0.7526291906833649,[0.75621118],[0.78416149],0.758112455252558,[0.69326241],[0.65425532],0.7261152346618474,[0.68173759],[0.79432624]
8,9,0.727868527173996,[0.75621118],[0.78881988],0.7334930496290326,[0.68085106],[0.64361702],0.6970534673891962,[0.68085106],[0.79787234]
9,10,0.7155425250530243,[0.76708075],[0.79347826],0.7156606698408723,[0.66134752],[0.60815603],0.6739726618397981,[0.73404255],[0.80141844]
10,11,0.7186630368232727,[0.75621118],[0.79347826],0.7174199398141354,[0.65159574],[0.59751773],0.671353341313079,[0.73492908],[0.81205674]
11,12,0.7120154500007629,[0.75621118],[0.80279503],0.7172834777738899,[0.65070922],[0.59929078],0.6686013008002192,[0.73404255],[0.80851064]
12,13,0.7005241811275482,[0.75621118],[0.80590062],0.7153500276617706,[0.68262411],[0.60992908],0.6650251757819206,[0.73404255],[0.80673759]
13,14,0.6892312169075012,[0.77329193],[0.82453416],0.717880297685042,[0.68085106],[0.61702128],0.6669487620238215,[0.68085106],[0.78900709]
