,epoch,train_loss,train_BA,train_auroc,val_loss,val_BA,val_auroc,test_loss,test_BA,test_auroc
0,1,1.6841354370117188,[0.52938596],[0.4825],1.7980535261898396,[0.57276995],[0.48004695],2.014622877444367,[0.44969512],[0.47408537]
1,2,1.8619152307510376,[0.54078947],[0.48537281],2.0308695512539714,[0.55868545],[0.45892019],2.2200492337526327,[0.45731707],[0.47027439]
2,3,1.126853585243225,[0.55263158],[0.48989035],1.3110724192317775,[0.5657277],[0.44953052],1.3300963909132406,[0.45731707],[0.47446646]
3,4,0.6075443029403687,[0.53947368],[0.48364035],0.7404399546794593,[0.54460094],[0.47065728],0.6825080752605572,[0.49466463],[0.47217988]
4,5,0.6000214219093323,[0.53421053],[0.48326754],0.6790286857867613,[0.53697183],[0.45657277],0.6801932904054411,[0.51371951],[0.47027439]
5,6,0.5987935662269592,[0.52236842],[0.48326754],0.6419324618764222,[0.53697183],[0.45422535],0.6792756034992635,[0.51371951],[0.47141768]
6,7,0.5984724164009094,[0.51491228],[0.48149123],0.6292090397328138,[0.52992958],[0.47065728],0.6780083306366578,[0.51371951],[0.4695122]
7,8,0.598142683506012,[0.51491228],[0.47765351],0.6243802364333533,[0.52992958],[0.46948357],0.6770484719309025,[0.51371951],[0.47027439]
8,9,0.5976059436798096,[0.51359649],[0.47932018],0.6215320787741803,[0.53697183],[0.47241784],0.6756675630458631,[0.51371951],[0.47027439]
9,10,0.5969361066818237,[0.51359649],[0.48030702],0.6194516971008852,[0.53697183],[0.47652582],0.673930206685327,[0.51371951],[0.46760671]
10,11,0.5960363745689392,[0.51359649],[0.47984649],0.6178033168544061,[0.52406103],[0.47711268],0.6721812384785153,[0.46265244],[0.46608232]
11,12,0.5951025485992432,[0.51359649],[0.47932018],0.616354668745771,[0.53697183],[0.48122066],0.6703427516622469,[0.51371951],[0.46570122]
12,13,0.5943349003791809,[0.51359649],[0.47980263],0.6152902616886422,[0.52406103],[0.47887324],0.6685650400468148,[0.46265244],[0.46608232]
13,14,0.5937337875366211,[0.51359649],[0.4797807],0.6144395783776417,[0.52406103],[0.47769953],0.6669913878431544,[0.46265244],[0.46875]
14,15,0.5932809114456177,[0.51359649],[0.47953947],0.6136024224106222,[0.52406103],[0.48122066],0.6655149310245179,[0.46265244],[0.46760671]
15,16,0.5929580330848694,[0.51491228],[0.47883772],0.6127457228722051,[0.53814554],[0.4870892],0.6640424503711984,[0.46875],[0.4683689]
16,17,0.5927489995956421,[0.51359649],[0.47964912],0.6119423725176603,[0.53051643],[0.48650235],0.6626303656375967,[0.4695122],[0.46608232]
17,18,0.5926351547241211,[0.51622807],[0.48127193],0.6112275656778365,[0.53051643],[0.48180751],0.6613904305268079,[0.4695122],[0.46722561]
18,19,0.592577338218689,[0.51622807],[0.48151316],0.6106021612649783,[0.53403756],[0.4806338],0.660378287662752,[0.48856707],[0.47789634]
19,20,0.5925236344337463,[0.51622807],[0.47861842],0.6100980574031167,[0.5592723],[0.48591549],0.6595873195910826,[0.39939024],[0.47103659]
20,21,0.5924281477928162,[0.52149123],[0.47967105],0.6097461387278869,[0.55223005],[0.48122066],0.6589830155135132,[0.41158537],[0.47065549]
21,22,0.5922670960426331,[0.52149123],[0.47868421],0.6095406308989677,[0.54518779],[0.48004695],0.6585325049236417,[0.41158537],[0.47103659]
22,23,0.592052698135376,[0.53114035],[0.48030702],0.6094551513271043,[0.54518779],[0.47887324],0.6582187472959049,[0.41158537],[0.47103659]
23,24,0.5918207764625549,[0.53114035],[0.48243421],0.6094664042538795,[0.54518779],[0.48004695],0.6580364494584501,[0.4054878],[0.47484756]
24,25,0.5915688276290894,[0.53114035],[0.48155702],0.6095684899504477,[0.54518779],[0.48122066],0.6579681317089126,[0.39939024],[0.47256098]
25,26,0.5912203192710876,[0.53815789],[0.48324561],0.6097833252501914,[0.54518779],[0.48004695],0.6579237196128815,[0.39939024],[0.4695122]
26,27,0.5906521677970886,[0.53684211],[0.48464912],0.6101622640617279,[0.54518779],[0.48474178],0.6576155404909514,[0.39939024],[0.47179878]
27,28,0.5896981954574585,[0.53026316],[0.48350877],0.6107486624168814,[0.54518779],[0.48004695],0.6563887749798596,[0.39939024],[0.4695122]
28,29,0.5881896018981934,[0.53070175],[0.48201754],0.6114329441916198,[0.53814554],[0.46596244],0.6532751602353528,[0.39939024],[0.46646341]
29,30,0.5870732665061951,[0.52807018],[0.48442982],0.61193266621558,[0.57335681],[0.47300469],0.6482350605074316,[0.44893293],[0.47865854]
30,31,0.5922438502311707,[0.53684211],[0.50807018],0.6135277625289746,[0.59330986],[0.48474178],0.6452346525620669,[0.51219512],[0.49618902]
31,32,0.6135600209236145,[0.56754386],[0.52828947],0.6265825593145564,[0.62323944],[0.57394366],0.6518008185084909,[0.55716463],[0.55640244]
32,33,0.6147100329399109,[0.55789474],[0.52548246],0.6267307149246335,[0.65610329],[0.60093897],0.6516658831387758,[0.57393293],[0.55030488]
33,34,0.5870770812034607,[0.54166667],[0.49614035],0.6045961655327119,[0.60739437],[0.53403756],0.6450223933206871,[0.49314024],[0.51448171]
34,35,0.5878182053565979,[0.52412281],[0.48741228],0.6112499861046672,[0.57922535],[0.48826291],0.6565587939112447,[0.48170732],[0.48018293]
35,36,0.5966061949729919,[0.52850877],[0.48995614],0.6301474117353791,[0.54577465],[0.47535211],0.6789624243392609,[0.46722561],[0.48628049]
36,37,0.668065071105957,[0.5245614],[0.48885965],0.7131034465928678,[0.52699531],[0.45657277],0.786046616412932,[0.47027439],[0.47789634]
37,38,0.6364701390266418,[0.53026316],[0.48815789],0.6787825792853255,[0.5334507],[0.45187793],0.7465316241432447,[0.43368902],[0.46493902]
38,39,0.6069063544273376,[0.54649123],[0.49328947],0.6327405346091837,[0.51819249],[0.36150235],0.6602763633709401,[0.49314024],[0.4679878]
39,40,0.6023175120353699,[0.54780702],[0.49842105],0.6278123811352998,[0.5258216],[0.38262911],0.6564934470225126,[0.49771341],[0.47256098]
40,41,0.5915026664733887,[0.52587719],[0.4904386],0.625100212811958,[0.52406103],[0.45657277],0.6757940015522763,[0.42530488],[0.47713415]
41,42,0.6058660745620728,[0.53070175],[0.49105263],0.6434433088070364,[0.53755869],[0.46948357],0.6956120081595145,[0.52591463],[0.47789634]
42,43,0.6046389937400818,[0.52763158],[0.48991228],0.6429201782775635,[0.53755869],[0.47065728],0.6914102590526454,[0.50685976],[0.48551829]
43,44,0.6001700162887573,[0.52061404],[0.48947368],0.636524522327818,[0.53755869],[0.47300469],0.6825379990623333,[0.48170732],[0.4839939]
44,45,0.5972926616668701,[0.52850877],[0.48912281],0.6307701440018718,[0.54577465],[0.47769953],0.6766097905347124,[0.44817073],[0.48246951]
45,46,0.5955542325973511,[0.53245614],[0.48960526],0.626179610761028,[0.54577465],[0.48004695],0.6730210343375802,[0.44207317],[0.48551829]
46,47,0.5941798686981201,[0.53114035],[0.48916667],0.6223581872363866,[0.56514085],[0.48356808],0.6704007950611413,[0.46341463],[0.48323171]
47,48,0.5927361249923706,[0.53114035],[0.48846491],0.6189590940703056,[0.57922535],[0.48826291],0.6679427119670436,[0.48170732],[0.48246951]
48,49,0.5909375548362732,[0.5245614],[0.48877193],0.6156541209566058,[0.57922535],[0.48826291],0.6651109597296454,[0.48170732],[0.48246951]
49,50,0.5885103940963745,[0.52061404],[0.48885965],0.6120422370295273,[0.57922535],[0.49178404],0.6612740893033333,[0.48170732],[0.49390244]
50,51,0.5852468609809875,[0.53464912],[0.49280702],0.6076136467745528,[0.57922535],[0.5],0.6554094338789582,[0.48170732],[0.49695122]
51,52,0.5820421576499939,[0.54166667],[0.50276316],0.6025603246525861,[0.60035211],[0.51760563],0.6466656213160604,[0.49314024],[0.5160061]
52,53,0.5846242904663086,[0.55438596],[0.51872807],0.6020696162013337,[0.62206573],[0.55399061],0.6391995861195028,[0.56021341],[0.56021341]
53,54,0.5921664834022522,[0.54912281],[0.53451754],0.6079643304692581,[0.64201878],[0.58568075],0.6395845802035183,[0.51829268],[0.56478659]
54,55,0.5843647718429565,[0.55570175],[0.52140351],0.6024918013717979,[0.62206573],[0.54929577],0.6390950478380546,[0.54192073],[0.56021341]
55,56,0.5810354948043823,[0.54473684],[0.50504386],0.6026252131559886,[0.60739437],[0.52230047],0.6448676898144186,[0.48704268],[0.52134146]
56,57,0.5824448466300964,[0.53377193],[0.49798246],0.6062025697319768,[0.60035211],[0.50352113],0.6513669842388481,[0.46875],[0.50609756]
57,58,0.5838751792907715,[0.5254386],[0.49421053],0.6089482398529071,[0.57922535],[0.49413146],0.6552746185334399,[0.4695122],[0.5]
58,59,0.5842580199241638,[0.5245614],[0.49267544],0.6102497940592002,[0.57922535],[0.48943662],0.6567488143336959,[0.46341463],[0.4992378]
59,60,0.5834043622016907,[0.52368421],[0.49447368],0.6099666967929807,[0.5721831],[0.4870892],0.6559278548229486,[0.46341463],[0.5007622]
60,61,0.5812868475914001,[0.53552632],[0.49732456],0.6078735654882621,[0.59330986],[0.49765258],0.6524404083611444,[0.46265244],[0.50685976]
61,62,0.5787405371665955,[0.54692982],[0.50719298],0.6043424069066532,[0.62147887],[0.50704225],0.6462243715068325,[0.4992378],[0.52134146]
62,63,0.5788745284080505,[0.55175439],[0.52644737],0.6022179002175108,[0.60739437],[0.52112676],0.6400655984180048,[0.5304878],[0.53277439]
63,64,0.5816072821617126,[0.54868421],[0.53649123],0.603281092364341,[0.59330986],[0.53169014],0.6380648198537529,[0.55564024],[0.53429878]
64,65,0.5784347653388977,[0.55657895],[0.53464912],0.6016700356267393,[0.60035211],[0.52230047],0.6385327675379813,[0.55564024],[0.5320122]
65,66,0.5753989815711975,[0.5504386],[0.52495614],0.602319786848966,[0.61443662],[0.51525822],0.6438426830573007,[0.50533537],[0.52896341]
66,67,0.5764574408531189,[0.55],[0.51688596],0.6064368164516054,[0.62147887],[0.50821596],0.6518581177806482,[0.51753049],[0.51981707]
67,68,0.5765978693962097,[0.54868421],[0.52486842],0.607237538381014,[0.62147887],[0.50704225],0.6549321402562782,[0.50533537],[0.52362805]
68,69,0.5721919536590576,[0.55745614],[0.54328947],0.5995206535444595,[0.58626761],[0.52699531],0.6460590646602213,[0.54954268],[0.53506098]
69,70,0.5722283720970154,[0.56666667],[0.56394737],0.5934937132988125,[0.61619718],[0.55399061],0.6342805509921163,[0.60137195],[0.54039634]
70,71,0.5706446170806885,[0.57807018],[0.57692982],0.5904436112614349,[0.62323944],[0.57511737],0.6329071410000324,[0.57621951],[0.54268293]
71,72,0.5696277022361755,[0.58464912],[0.58811404],0.5926145713310689,[0.62323944],[0.57511737],0.6485898896353319,[0.57012195],[0.55716463]
72,73,0.5665490031242371,[0.57938596],[0.59912281],0.5860474316868931,[0.63028169],[0.60211268],0.6420064145931974,[0.57621951],[0.56554878]
73,74,0.5733029842376709,[0.59429825],[0.60644737],0.5876171130221337,[0.67664319],[0.63849765],0.6291073821485043,[0.54954268],[0.57545732]
74,75,0.5725418925285339,[0.59692982],[0.61289474],0.5908866473473608,[0.65551643],[0.63967136],0.6572854269761592,[0.53810976],[0.57621951]
75,76,0.5628957152366638,[0.60131579],[0.61548246],0.5770700797438622,[0.6842723],[0.66079812],0.6300714847166091,[0.53658537],[0.59070122]
76,77,0.5668771862983704,[0.61359649],[0.62192982],0.5803267708979547,[0.69131455],[0.67018779],0.6268492306116968,[0.53658537],[0.58993902]
77,78,0.5828912258148193,[0.60614035],[0.63013158],0.6003544272389263,[0.6842723],[0.66666667],0.6760422103106976,[0.5304878],[0.59146341]
78,79,0.5791024565696716,[0.61885965],[0.6377193],0.5929974352475256,[0.73356808],[0.68661972],0.6316532490309328,[0.61051829],[0.59679878]
79,80,0.591609537601471,[0.62412281],[0.64403509],0.6091767090838403,[0.69131455],[0.68309859],0.6903357695555314,[0.58003049],[0.59603659]
80,81,0.5725886821746826,[0.63201754],[0.65192982],0.5868347857613117,[0.71948357],[0.68896714],0.6285375279840082,[0.57926829],[0.60365854]
81,82,0.5696381330490112,[0.63508772],[0.65982456],0.5851184353232384,[0.70598592],[0.6842723],0.6582843721844256,[0.62271341],[0.60518293]
82,83,0.5624867081642151,[0.64254386],[0.6654386],0.5771076467353851,[0.72711268],[0.69014085],0.6245787072693929,[0.5472561],[0.60670732]
83,84,0.5604768991470337,[0.64780702],[0.67258772],0.5760199484648183,[0.72711268],[0.69131455],0.6442937017418444,[0.53506098],[0.61128049]
84,85,0.558200478553772,[0.64912281],[0.67903509],0.5739758557174355,[0.72711268],[0.6842723],0.6237181685864925,[0.5472561],[0.625]
