,epoch,train_loss,train_BA,train_auroc,val_loss,val_BA,val_auroc,test_loss,test_BA,test_auroc
0,1,1.8054373264312744,[0.5375817],[0.50072622],1.8347983368435052,[0.50980392],[0.33455882],1.4562831257383095,[0.61771562],[0.56643357]
1,2,1.8701790571212769,[0.54684096],[0.50027233],1.8967786170504723,[0.51715686],[0.33639706],1.5073150260115256,[0.57867133],[0.53496503]
2,3,0.9128270745277405,[0.54847495],[0.49897119],0.933635505658458,[0.51715686],[0.34007353],0.7214398744436039,[0.57867133],[0.5]
3,4,0.6427761912345886,[0.5375817],[0.49234447],0.677980545326136,[0.51715686],[0.3314951],0.5312003104190808,[0.57867133],[0.56643357]
4,5,0.6421834826469421,[0.53431373],[0.49119463],0.6808507810928859,[0.51715686],[0.33210784],0.5331778904946987,[0.57867133],[0.56585082]
5,6,0.6412463188171387,[0.53431373],[0.48798717],0.6804872206412256,[0.51715686],[0.3314951],0.533641342932242,[0.57226107],[0.57925408]
6,7,0.6374875903129578,[0.52941176],[0.48901598],0.6773248834069818,[0.50980392],[0.32781863],0.5334088153176708,[0.61130536],[0.57284382]
7,8,0.6353208422660828,[0.52941176],[0.48883442],0.675541564472951,[0.50245098],[0.3314951],0.5336257006565575,[0.61130536],[0.57284382]
8,9,0.6363112330436707,[0.5245098],[0.48919753],0.6765489367535338,[0.50245098],[0.33026961],0.5335452329745749,[0.61130536],[0.57167832]
9,10,0.6394284963607788,[0.5245098],[0.49089204],0.6794983225408942,[0.50245098],[0.33026961],0.5334996934398077,[0.61130536],[0.57750583]
10,11,0.6412432789802551,[0.52287582],[0.49043815],0.6814248724840581,[0.50245098],[0.32781863],0.5333280492923222,[0.61130536],[0.57575758]
11,12,0.6394553780555725,[0.52124183],[0.49046841],0.6800934168277308,[0.50245098],[0.32536765],0.532555530211539,[0.61130536],[0.57400932]
12,13,0.6363085508346558,[0.52614379],[0.49158799],0.6774744217982516,[0.50245098],[0.32536765],0.5320126382721355,[0.61130536],[0.57400932]
13,14,0.6349030137062073,[0.52124183],[0.49074074],0.6763932595495135,[0.50245098],[0.32536765],0.5318927049229387,[0.61130536],[0.57400932]
14,15,0.6360080242156982,[0.52124183],[0.48989349],0.6775281862355769,[0.50245098],[0.32536765],0.5317405311507173,[0.61130536],[0.57459207]
15,16,0.6383596658706665,[0.52124183],[0.49013556],0.6797747149830684,[0.50245098],[0.3247549],0.5318459763511783,[0.61130536],[0.57400932]
16,17,0.6393337249755859,[0.52124183],[0.49007504],0.6807274660095572,[0.50245098],[0.32414216],0.5319803508755285,[0.61130536],[0.57284382]
17,18,0.6378818154335022,[0.52614379],[0.49046841],0.679408144322224,[0.50245098],[0.32414216],0.531813091452932,[0.61130536],[0.57342657]
18,19,0.6358988285064697,[0.52124183],[0.48998427],0.6776043829740956,[0.50245098],[0.32414216],0.5317521183606004,[0.61130536],[0.57342657]
