,epoch,train_loss,train_BA,train_auroc,val_loss,val_BA,val_auroc,test_loss,test_BA,test_auroc
0,1,0.5991165097802877,[0.54638554],[0.50614458],0.7030176754342392,[0.56127451],[0.33210784],0.5741639503394254,[0.57167832],[0.74242424]
1,2,0.5476229153573513,[0.57409639],[0.51176707],0.6243564221076667,[0.55392157],[0.34926471],0.5264123416272923,[0.61072261],[0.77505828]
2,3,0.546822102740407,[0.57419679],[0.51694779],0.6161199940834194,[0.54656863],[0.36764706],0.526303835446015,[0.61072261],[0.77738928]
3,4,0.5449287910014391,[0.58263052],[0.52253012],0.6181185650639236,[0.54656863],[0.36764706],0.5230095714796335,[0.60431235],[0.77738928]
4,5,0.545368742197752,[0.58263052],[0.52502008],0.6251402096822858,[0.55392157],[0.35661765],0.5218101491918787,[0.61072261],[0.77039627]
5,6,0.5435205828398466,[0.57781124],[0.53108434],0.6184860889334232,[0.53186275],[0.38112745],0.5204365351237357,[0.5979021],[0.77738928]
6,7,0.5431831460446119,[0.5815261],[0.53413655],0.6223405476193875,[0.53186275],[0.37867647],0.5188983831321821,[0.5979021],[0.77272727]
7,8,0.5425634924322367,[0.5815261],[0.54024096],0.6174832677934319,[0.53186275],[0.3995098],0.5189085155725479,[0.68881119],[0.77738928]
8,9,0.5421488862484694,[0.5815261],[0.54751004],0.6170440714340657,[0.52696078],[0.41176471],0.5181178248021752,[0.62354312],[0.78205128]
9,10,0.5410826038569212,[0.58393574],[0.55028112],0.6205312847159803,[0.52696078],[0.41053922],0.5157977240160108,[0.62354312],[0.77738928]
10,11,0.5406547505408525,[0.58032129],[0.55763052],0.6179046328179538,[0.52696078],[0.42769608],0.5157235192600638,[0.6509324],[0.78787879]
11,12,0.5399583438411355,[0.5815261],[0.56200803],0.6199927276466042,[0.52696078],[0.43259804],0.5139461929211393,[0.6509324],[0.78671329]
12,13,0.5395449828356504,[0.5815261],[0.56666667],0.6185078627895564,[0.52696078],[0.44240196],0.5137584190815687,[0.65734266],[0.78554779]
13,14,0.5390596743673086,[0.5815261],[0.57257028],0.6181608508341014,[0.52696078],[0.45465686],0.5129657412180677,[0.67016317],[0.78554779]
14,15,0.538592467084527,[0.58393574],[0.57570281],0.6204725825227797,[0.53431373],[0.45955882],0.5115204495377839,[0.67016317],[0.78438228]
15,16,0.5388479009270668,[0.5874498],[0.58024096],0.6231878560502082,[0.53431373],[0.46568627],0.5109657655702904,[0.66375291],[0.78438228]
16,17,0.5380515735596418,[0.58985944],[0.58670683],0.617366811959073,[0.55147059],[0.48651961],0.5112468634033576,[0.6025641],[0.77972028]
17,18,0.5373050458729267,[0.59477912],[0.58975904],0.6202928759157658,[0.55392157],[0.49264706],0.5094989215722308,[0.63461538],[0.77972028]
18,19,0.5367628820240498,[0.58865462],[0.59393574],0.6187497915234417,[0.58088235],[0.50490196],0.5090758779551834,[0.62179487],[0.77505828]
19,20,0.536619869992137,[0.58885542],[0.59698795],0.6203365531982854,[0.58088235],[0.50857843],0.5085438162786886,[0.62179487],[0.78088578]
20,21,0.5364180468022823,[0.58945783],[0.6013253],0.6210281084058806,[0.58088235],[0.51470588],0.5081591522321105,[0.62179487],[0.77972028]
21,22,0.5360105652362108,[0.59427711],[0.6046988],0.6208357374416664,[0.61029412],[0.52328431],0.5074877430452034,[0.63461538],[0.77972028]
22,23,0.5363281285390258,[0.60160643],[0.61040161],0.6162504989188164,[0.61029412],[0.53553922],0.5092922251205891,[0.6474359],[0.77505828]
