,epoch,train_loss,train_BA,train_auroc,val_loss,val_BA,val_auroc,test_loss,test_BA,test_auroc
0,1,0.9247599840164185,[0.51743026],[0.43843656],0.9197683120146394,[0.7254902],[0.68872549],0.9235417572781444,[0.47027972],[0.33216783]
1,2,0.7923674583435059,[0.51265699],[0.43456317],0.7992082303389907,[0.74019608],[0.6752451],0.7901294645853341,[0.43123543],[0.34848485]
2,3,0.6594147086143494,[0.51555225],[0.43022027],0.6827921913936734,[0.71078431],[0.65563725],0.6549912127666175,[0.41200466],[0.39160839]
3,4,0.5717406272888184,[0.52638992],[0.43984506],0.6155307148583233,[0.75],[0.62377451],0.5634283798281103,[0.54254079],[0.47668998]
4,5,0.5517908930778503,[0.53523221],[0.48613013],0.6192079838365316,[0.61029412],[0.52205882],0.5376369894947857,[0.48601399],[0.56526807]
5,6,0.5770061612129211,[0.53746234],[0.51034861],0.6634751240490004,[0.54656863],[0.42401961],0.5573598355986178,[0.55885781],[0.64102564]
6,7,0.6021596789360046,[0.53759928],[0.51613913],0.7001249476452358,[0.55392157],[0.39338235],0.5787924354081042,[0.56526807],[0.65268065]
7,8,0.6128362417221069,[0.54937595],[0.51797801],0.715801609272603,[0.55392157],[0.37132353],0.587442887830548,[0.56526807],[0.67132867]
8,9,0.6075152158737183,[0.54802614],[0.52110802],0.7098683238727972,[0.55392157],[0.36151961],0.5815754276700318,[0.56526807],[0.67016317]
9,10,0.5895063877105713,[0.56042881],[0.52580304],0.6863367844489403,[0.55392157],[0.36029412],0.5643216524622403,[0.57167832],[0.68181818]
10,11,0.5657315254211426,[0.56027231],[0.5342932],0.6526795366080478,[0.55392157],[0.3627451],0.5424866022076458,[0.57167832],[0.6981352]
11,12,0.5489398241043091,[0.56950585],[0.54243124],0.6226062590721995,[0.55392157],[0.38480392],0.5285983262583613,[0.57167832],[0.71794872]
12,13,0.5540761351585388,[0.57038617],[0.54947377],0.6147969965822995,[0.55392157],[0.40563725],0.5366248188074678,[0.57808858],[0.71678322]
13,14,0.5723581910133362,[0.56535858],[0.55428616],0.6252406933344901,[0.56372549],[0.42892157],0.5565161546692252,[0.58275058],[0.72377622]
14,15,0.5811191201210022,[0.56893853],[0.55655542],0.6322660404257476,[0.56372549],[0.43137255],0.565332172671333,[0.58275058],[0.72494172]
15,16,0.5730186104774475,[0.57132517],[0.55405141],0.6277108038775623,[0.55392157],[0.40931373],0.5558648493606597,[0.57808858],[0.72610723]
16,17,0.5564540028572083,[0.57013185],[0.54982589],0.619193091057241,[0.55392157],[0.38602941],0.5366245126351714,[0.57808858],[0.72494172]
17,18,0.5466457009315491,[0.57069917],[0.54673501],0.6204357852693647,[0.55392157],[0.36151961],0.5232573377434164,[0.57808858],[0.71794872]
18,19,0.5491791367530823,[0.5733988],[0.54184436],0.6331480111693963,[0.55392157],[0.35539216],0.5225348089588806,[0.58449883],[0.70862471]
19,20,0.5559022426605225,[0.5732423],[0.53828397],0.6470566665520892,[0.55392157],[0.34313725],0.5269033527001739,[0.58449883],[0.70629371]
20,21,0.5597003698348999,[0.57443562],[0.53734497],0.6543676363071427,[0.55392157],[0.34068627],0.5293723262147978,[0.58449883],[0.70629371]
21,22,0.5582332611083984,[0.57562894],[0.53750147],0.6529005245538428,[0.55392157],[0.33946078],0.5275082077132538,[0.58449883],[0.7027972]
22,23,0.5529685020446777,[0.5733988],[0.53930122],0.6447665607556701,[0.55392157],[0.3370098],0.5226015923544765,[0.58449883],[0.70512821]
23,24,0.5474392175674438,[0.57220549],[0.54133573],0.6344776797341183,[0.55392157],[0.34191176],0.5179584132274613,[0.58449883],[0.7027972]
24,25,0.5451459288597107,[0.5737118],[0.545483],0.6267757141031325,[0.55392157],[0.35416667],0.5167953610653058,[0.58449883],[0.71212121]
25,26,0.5471109747886658,[0.57609844],[0.54747838],0.6240622201003134,[0.54656863],[0.35661765],0.5197870403062552,[0.58449883],[0.71678322]
26,27,0.5505484342575073,[0.57609844],[0.5509214],0.6247751123737544,[0.54656863],[0.36029412],0.5237737959250808,[0.57808858],[0.71911422]
27,28,0.5513159036636353,[0.57609844],[0.55240815],0.6254295599646866,[0.54656863],[0.36151961],0.5243500154465437,[0.57808858],[0.72144522]
28,29,0.548561155796051,[0.57609844],[0.5521734],0.625012781471014,[0.54656863],[0.35784314],0.5206729441415519,[0.57808858],[0.72027972]
