,epoch,train_loss,train_BA,train_auroc,val_loss,val_BA,val_auroc,test_loss,test_BA,test_auroc
0,1,0.9293571710586548,[0.50394737],[0.38723684],0.9107869267463684,[0.62192623],[0.43032787],0.917712390422821,[0.43737374],[0.3979798]
1,2,0.8201581835746765,[0.5],[0.40592105],0.7762680053710938,[0.61372951],[0.46721311],0.7947113513946533,[0.48383838],[0.40808081]
2,3,0.7195385694503784,[0.52828947],[0.43289474],0.6400266289710999,[0.5942623],[0.47131148],0.6741635799407959,[0.51212121],[0.45454545]
3,4,0.6698278784751892,[0.52302632],[0.47105263],0.5464568734169006,[0.58401639],[0.4795082],0.5992254018783569,[0.49191919],[0.51717172]
4,5,0.6825054883956909,[0.54934211],[0.50644737],0.516728937625885,[0.59221311],[0.48565574],0.5871103405952454,[0.51919192],[0.54747475]
5,6,0.710142970085144,[0.56447368],[0.52],0.5198825001716614,[0.60040984],[0.48770492],0.6004480719566345,[0.51919192],[0.55757576]
6,7,0.7244054675102234,[0.57565789],[0.52736842],0.5243995785713196,[0.60040984],[0.49590164],0.6091927886009216,[0.51919192],[0.56767677]
7,8,0.7201051712036133,[0.57039474],[0.53368421],0.522752583026886,[0.60040984],[0.5204918],0.6068713068962097,[0.52828283],[0.55757576]
8,9,0.7007126212120056,[0.57236842],[0.54223684],0.5168266296386719,[0.59221311],[0.5307377],0.5961456894874573,[0.58383838],[0.55353535]
9,10,0.675585925579071,[0.57960526],[0.54894737],0.5150072574615479,[0.60245902],[0.54713115],0.5860404968261719,[0.57676768],[0.53737374]
10,11,0.6626115441322327,[0.5875],[0.55302632],0.5337876677513123,[0.65163934],[0.57377049],0.5940369963645935,[0.6040404],[0.52121212]
11,12,0.6767249703407288,[0.58355263],[0.56289474],0.576191246509552,[0.66803279],[0.60245902],0.6277698874473572,[0.62222222],[0.5030303]
12,13,0.6932953596115112,[0.58618421],[0.56578947],0.6065247058868408,[0.66803279],[0.6045082],0.654964029788971,[0.56666667],[0.48888889]
13,14,0.6924484372138977,[0.58618421],[0.56947368],0.6059746742248535,[0.66803279],[0.5942623],0.6557218432426453,[0.53939394],[0.48686869]
14,15,0.6760062575340271,[0.58881579],[0.56960526],0.5780293941497803,[0.66803279],[0.57991803],0.6325003504753113,[0.53939394],[0.49494949]
15,16,0.660232424736023,[0.58881579],[0.56907895],0.5410991907119751,[0.66803279],[0.56352459],0.6028995513916016,[0.54848485],[0.50909091]
16,17,0.6600975394248962,[0.58881579],[0.56355263],0.5192643404006958,[0.66803279],[0.55327869],0.5884266495704651,[0.55757576],[0.52929293]
17,18,0.6676281094551086,[0.58618421],[0.56473684],0.5124322175979614,[0.67622951],[0.55532787],0.5866936445236206,[0.55757576],[0.53333333]
18,19,0.6710106730461121,[0.58618421],[0.56552632],0.5111567378044128,[0.66803279],[0.54713115],0.587524950504303,[0.55757576],[0.53737374]
19,20,0.6668718457221985,[0.58881579],[0.56842105],0.511518120765686,[0.66803279],[0.54918033],0.5872867703437805,[0.54848485],[0.53333333]
20,21,0.6591777801513672,[0.58618421],[0.57197368],0.5153709053993225,[0.66803279],[0.55327869],0.58875572681427,[0.53030303],[0.52727273]
21,22,0.6547797918319702,[0.58881579],[0.57881579],0.5261598229408264,[0.66803279],[0.55737705],0.5966618657112122,[0.53030303],[0.51111111]
22,23,0.6570138931274414,[0.58881579],[0.58157895],0.5425528287887573,[0.66803279],[0.56967213],0.6109635233879089,[0.52121212],[0.4969697]
23,24,0.6611285209655762,[0.58881579],[0.58684211],0.554863452911377,[0.66803279],[0.58401639],0.6227872371673584,[0.52121212],[0.49292929]
24,25,0.6602330207824707,[0.58881579],[0.58934211],0.5534919500350952,[0.66803279],[0.59221311],0.6226029992103577,[0.52121212],[0.49292929]
