,epoch,train_loss,train_BA,train_auroc,val_loss,val_BA,val_auroc,test_loss,test_BA,test_auroc
0,1,0.648988738656044,[0.5060241],[0.34501643],0.6640938119962811,[0.54969697],[0.37939394],0.6357105886563659,[0.43095238],[0.40952381]
1,2,0.5230559483170509,[0.73986857],[0.74260679],0.5715775958960876,[0.57575758],[0.50424242],0.49418011610396206,[0.47857143],[0.51071429]
2,3,0.5724096298217773,[0.73439211],[0.72179628],0.6416996963089332,[0.57151515],[0.52242424],0.5399029693217017,[0.49404762],[0.525]
3,4,0.5498034805059433,[0.74315444],[0.74041621],0.6214847745723091,[0.55757576],[0.52121212],0.523978294339031,[0.53690476],[0.52738095]
4,5,0.5009535178542137,[0.77327492],[0.75684556],0.5632023771759123,[0.5830303],[0.52363636],0.48745421960484236,[0.58095238],[0.54285714]
5,6,0.5179720520973206,[0.77929901],[0.76889376],0.5646232517901808,[0.57636364],[0.51878788],0.5167894589249045,[0.59880952],[0.55595238]
6,7,0.5391371548175812,[0.77929901],[0.77437021],0.5827005382161587,[0.57636364],[0.52],0.5415910396259278,[0.6047619],[0.56428571]
7,8,0.4962831139564514,[0.77929901],[0.76889376],0.5528911969158798,[0.57636364],[0.52242424],0.495690249488689,[0.59880952],[0.55833333]
8,9,0.48793572187423706,[0.78532311],[0.76560789],0.5544153817463666,[0.58848485],[0.52727273],0.4839928763685748,[0.55119048],[0.55833333]
9,10,0.49036329984664917,[0.78532311],[0.76670318],0.5607428728835657,[0.58848485],[0.53090909],0.48444290936458856,[0.55119048],[0.55714286]
10,11,0.4866580218076706,[0.77929901],[0.7754655],0.5537666663294658,[0.58242424],[0.53454545],0.48252479871734977,[0.54047619],[0.56547619]
11,12,0.49406830221414566,[0.77929901],[0.79627601],0.5519492076709867,[0.57575758],[0.53818182],0.4926636104937643,[0.52857143],[0.57380952]
12,13,0.4961699992418289,[0.77929901],[0.80503834],0.5525894246529788,[0.60242424],[0.54545455],0.4939516303129494,[0.52857143],[0.58095238]
13,14,0.48963741958141327,[0.77929901],[0.80613363],0.5497761543374509,[0.62242424],[0.54666667],0.4854653171496466,[0.55238095],[0.5797619]
14,15,0.4890994653105736,[0.77929901],[0.81818182],0.5496725763659924,[0.62242424],[0.54909091],0.4845203018048778,[0.55238095],[0.58690476]
15,16,0.48765426129102707,[0.77929901],[0.81270537],0.5514926398172975,[0.62909091],[0.55151515],0.4812443470582366,[0.50833333],[0.58571429]
16,17,0.48831044137477875,[0.78258488],[0.82256298],0.5502391710178927,[0.63575758],[0.54787879],0.4821416363120079,[0.51428571],[0.59285714]
17,18,0.49079281091690063,[0.78258488],[0.8313253],0.549764929106459,[0.62909091],[0.55030303],0.48584629548713565,[0.57619048],[0.60952381]
18,19,0.49056948721408844,[0.78258488],[0.8313253],0.5497004219796509,[0.63575758],[0.55151515],0.48536429554224014,[0.5702381],[0.60714286]
19,20,0.4908020719885826,[0.78860898],[0.83023001],0.5497281600255519,[0.63575758],[0.54666667],0.48544015269726515,[0.51428571],[0.60119048]
20,21,0.4881296306848526,[0.78860898],[0.81927711],0.5504798160400242,[0.62909091],[0.54787879],0.48212757625151426,[0.50238095],[0.59166667]
21,22,0.48855239152908325,[0.78860898],[0.81599124],0.5500838108127937,[0.62242424],[0.54787879],0.48295287031214684,[0.49642857],[0.59047619]
22,23,0.49090297520160675,[0.78860898],[0.82146769],0.5500584156252444,[0.62242424],[0.54545455],0.4869263345608488,[0.49642857],[0.59404762]
23,24,0.4908110946416855,[0.78860898],[0.81927711],0.5500433659180999,[0.61575758],[0.54666667],0.4867916733492166,[0.49642857],[0.59285714]
24,25,0.49014002084732056,[0.78860898],[0.81599124],0.5499000732088462,[0.61575758],[0.55030303],0.48588643746916205,[0.49642857],[0.59047619]
25,26,0.4909220039844513,[0.78860898],[0.81818182],0.5501084828283638,[0.61575758],[0.54909091],0.4870615612016991,[0.49642857],[0.59166667]
